X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.049,0.016,0.010,18.212,199577.281,7.665,52.000
0.053,0.001,0.009,26.514,45082.336,0.934,52.000
0.058,0.001,0.013,21.537,78523.133,0.542,52.000
0.049,0.001,0.019,21.060,107011.367,2.318,52.000
0.051,0.014,0.011,19.374,174730.781,6.877,52.000
0.048,0.006,0.013,16.763,127378.820,3.131,52.000
0.050,0.001,0.013,21.048,145988.625,1.168,52.000
0.052,0.007,0.011,19.304,140631.094,3.958,52.000
0.053,0.000,0.011,29.305,-89967.734,-1.904,52.000
0.048,0.025,0.010,22.895,159294.500,5.931,52.000
0.044,0.001,0.019,22.042,112268.117,2.226,52.000
0.058,0.001,0.014,19.595,140512.906,1.750,52.000
0.050,0.002,0.008,22.168,130008.305,2.956,52.000
0.046,0.001,0.008,21.657,146579.094,3.176,52.000
0.042,0.000,0.007,18.831,8858.906,1.770,52.000
0.057,0.001,0.004,20.035,117719.008,3.061,52.000
0.052,0.014,0.011,18.786,168849.594,7.192,52.000
0.051,0.022,0.011,19.734,152085.312,5.865,52.000
0.048,0.000,0.017,26.426,-52941.574,-2.512,52.000
0.050,0.005,0.013,17.364,145828.156,3.691,52.000
0.050,0.014,0.013,20.388,162818.344,7.784,52.000
0.057,0.000,0.017,22.715,59402.789,1.794,52.000
0.048,0.023,0.012,20.722,178944.750,6.899,52.000
0.052,0.008,0.014,22.411,180751.656,7.699,52.000
0.050,0.024,0.011,20.416,163541.062,6.400,52.000
0.049,0.026,0.010,22.791,160201.812,5.670,52.000
0.050,0.001,0.013,27.357,30969.445,0.404,52.000
0.048,0.000,0.014,29.546,-24273.633,-2.306,52.000
0.052,0.022,0.012,17.497,154141.812,7.061,52.000
0.054,0.000,0.014,30.756,-28006.578,-1.218,52.000
0.048,0.006,0.014,18.119,155202.781,3.310,52.000
0.052,0.021,0.013,18.483,142857.938,6.920,52.000
0.049,0.001,0.018,21.471,122948.695,2.959,52.000
0.043,0.001,0.019,22.366,122231.586,2.323,52.000
0.100,0.012,0.013,22.564,150.586,11.783,52.000
0.050,0.024,0.012,20.050,164954.781,6.889,52.000
0.048,0.019,0.013,20.285,167482.656,7.331,52.000
0.056,0.001,0.006,21.776,115185.680,2.096,52.000
0.048,0.001,0.003,19.078,112639.102,1.247,52.000
0.048,0.014,0.014,20.111,138683.625,7.002,52.000
0.056,0.000,0.017,24.640,8161.852,0.035,52.000
0.044,0.000,0.013,24.239,-10800.539,-1.300,52.000
0.049,0.002,0.014,19.178,175683.781,1.300,52.000
0.099,0.013,0.012,22.052,80393.258,3.103,52.000
0.049,0.005,0.015,20.122,178499.500,2.651,52.000
0.056,0.001,0.010,22.532,110031.289,0.974,52.000
0.053,0.001,0.003,20.602,95454.227,1.678,52.000
0.050,0.013,0.013,20.036,167013.438,7.891,52.000
0.000,0.011,0.011,19.608,20777.555,11.152,52.000
0.055,0.001,0.007,25.336,55505.992,0.916,52.000
0.050,0.000,0.018,24.339,-58192.805,-1.492,52.000
0.052,0.021,0.013,18.010,144890.844,7.043,52.000
0.050,0.017,0.012,19.926,190877.781,7.516,52.000
0.048,0.021,0.011,20.398,177203.188,6.739,52.000
0.049,0.005,0.010,21.636,157149.906,2.926,52.000
0.043,0.000,0.016,24.132,6005.133,-2.754,52.000
0.049,0.000,0.014,27.091,6974.938,0.501,52.000
0.052,0.016,0.013,19.806,144651.281,7.342,52.000
0.049,0.000,0.014,30.703,-51253.512,-2.808,52.000
0.039,0.001,0.012,19.081,55309.258,-1.048,52.000
0.050,0.020,0.013,19.518,172652.031,7.252,52.000
0.054,0.001,0.003,19.938,110640.945,2.326,52.000
0.049,0.017,0.011,19.114,205408.469,7.699,52.000
0.059,0.001,0.005,19.740,129703.883,2.286,52.000
0.056,0.000,0.004,23.051,55473.148,2.038,52.000
0.048,0.022,0.012,20.700,181543.219,6.704,52.000
0.050,0.023,0.012,18.995,158381.406,6.812,52.000
0.050,0.015,0.014,20.805,139816.062,7.054,52.000
0.044,0.002,0.016,23.860,124947.039,2.196,52.000
0.051,0.008,0.013,20.716,189672.781,6.778,52.000
0.059,0.000,0.014,24.718,-6540.109,1.830,52.000
0.052,0.002,0.010,23.026,140112.312,2.154,52.000
0.048,0.022,0.012,20.871,181243.719,6.714,52.000
0.045,0.000,0.019,21.608,-2274.797,0.084,52.000
0.052,0.010,0.010,16.157,177903.438,7.025,52.000
0.049,0.000,0.019,21.798,-2201.070,0.209,52.000
0.046,0.001,0.021,21.366,68636.945,1.902,52.000
0.050,0.007,0.015,20.322,183191.375,6.021,52.000
0.098,0.011,0.012,20.004,88424.305,5.529,52.000
0.048,0.019,0.013,20.501,163378.469,7.139,52.000
0.056,0.000,0.006,24.691,4496.219,0.733,52.000
0.050,0.020,0.014,20.417,124396.477,6.493,52.000
0.058,0.001,0.010,19.228,123008.461,0.748,52.000
0.058,0.001,0.013,21.039,94187.617,0.286,52.000
0.050,0.027,0.014,21.116,111241.883,3.903,52.000
0.002,0.012,0.013,23.114,104892.461,4.862,52.000
0.050,0.001,0.011,22.916,136839.500,2.826,52.000
0.048,0.003,0.011,21.527,166988.781,3.215,52.000
0.051,0.006,0.013,19.691,155988.219,5.066,52.000
0.047,0.001,0.019,21.611,119750.945,2.537,52.000
0.049,0.027,0.010,22.477,115410.852,5.791,52.000
0.046,0.001,0.014,18.691,164279.938,0.840,52.000
0.051,0.025,0.012,18.728,138303.125,6.845,52.000
0.051,0.001,0.015,27.549,76077.289,0.988,52.000
0.056,0.001,0.019,19.268,114713.711,2.994,52.000
0.057,0.001,0.013,20.080,139368.406,1.989,52.000
0.045,0.001,0.017,23.419,134235.500,2.819,52.000
0.044,0.000,0.011,24.638,39068.398,-0.410,52.000
0.051,0.016,0.011,18.835,191062.250,7.203,52.000
0.043,0.001,0.015,23.265,104780.883,1.095,52.000
0.045,0.001,0.009,22.274,145912.594,2.327,52.000
0.051,0.023,0.012,18.204,144982.750,6.767,52.000
0.052,0.015,0.011,19.094,180846.562,6.893,52.000
0.051,0.012,0.013,21.112,168618.562,7.919,52.000
0.052,0.000,0.022,18.356,-22448.867,3.137,52.000
0.057,0.000,0.018,20.110,-6464.023,-0.969,52.000
0.051,0.015,0.010,18.896,184785.812,6.491,52.000
0.050,0.015,0.014,20.875,131467.781,6.793,52.000
0.049,0.003,0.012,18.400,177184.344,3.193,52.000
0.051,0.008,0.014,21.588,175782.438,6.949,52.000
0.098,0.013,0.012,20.996,78582.898,5.312,52.000
0.052,0.001,0.015,23.494,143537.188,2.599,52.000
0.050,0.012,0.012,20.537,183853.719,8.134,52.000
0.048,0.001,0.004,21.979,-5892.547,0.030,52.000
0.043,0.001,0.015,25.843,32030.117,-1.115,52.000
0.053,0.001,0.008,24.795,84432.945,1.790,52.000
0.048,0.001,0.002,19.032,106604.773,0.756,52.000
0.046,0.001,0.006,20.419,116005.055,2.781,52.000
0.052,0.001,0.020,20.632,74664.211,1.847,52.000
0.048,0.009,0.012,19.220,118563.102,5.485,52.000
0.046,0.001,0.003,18.541,124346.195,1.790,52.000
0.053,0.001,0.012,21.326,168725.000,3.226,52.000
0.052,0.001,0.019,20.112,86177.039,2.106,52.000
0.051,0.021,0.012,18.609,173713.781,7.175,52.000
0.042,0.000,0.013,22.791,-76014.156,-2.067,52.000
0.050,0.010,0.012,19.124,173543.250,7.487,52.000
0.052,0.021,0.012,17.332,164161.500,7.334,52.000
0.055,0.000,0.019,20.516,-35976.461,1.143,52.000
0.053,0.001,0.008,24.038,98864.633,2.309,52.000
0.053,0.001,0.020,18.765,81539.789,2.667,52.000
0.051,0.023,0.012,18.176,152305.750,7.036,52.000
0.053,0.001,0.006,23.858,82549.805,2.113,52.000
0.045,0.000,0.015,25.840,-50383.531,1.103,52.000
0.048,0.001,0.007,24.166,56750.055,2.350,52.000
0.050,0.010,0.015,23.585,147060.969,6.201,52.000
0.056,0.002,0.011,21.360,125203.461,0.944,52.000
0.051,0.000,0.019,22.165,9856.359,1.149,52.000
0.049,0.001,0.006,20.781,97032.367,2.449,52.000
0.057,0.001,0.013,22.691,94398.977,1.459,52.000
0.045,0.000,0.010,26.584,-10548.398,2.425,52.000
0.048,0.006,0.014,17.630,142422.344,3.118,52.000
0.051,0.017,0.013,19.916,144975.594,7.328,52.000
0.044,0.001,0.007,22.217,128493.258,2.198,52.000
0.050,0.001,0.017,22.324,123218.367,2.681,52.000
0.048,0.015,0.012,20.041,180797.062,8.165,52.000
0.048,0.023,0.012,20.815,181734.875,6.776,52.000
0.051,0.012,0.012,19.358,187544.031,8.221,52.000
0.050,0.008,0.009,17.822,163058.125,3.894,52.000
0.058,0.000,0.012,23.808,68947.852,1.136,52.000
0.043,0.000,0.007,19.651,16014.867,1.600,52.000
0.051,0.007,0.013,20.180,184096.344,5.935,52.000
0.052,0.002,0.010,22.740,156646.812,2.974,52.000
0.054,0.001,0.005,22.369,97562.461,2.238,52.000
0.053,0.001,0.016,24.757,110336.898,1.105,52.000
0.049,0.005,0.013,16.940,141864.656,3.671,52.000
0.058,0.001,0.010,23.762,38698.430,-0.206,52.000
0.045,0.000,0.020,21.946,29932.305,0.675,52.000
0.049,0.023,0.011,20.972,168218.875,6.434,52.000
0.049,0.012,0.012,19.941,175585.000,8.301,52.000
0.059,0.001,0.013,19.599,116144.039,1.211,52.000
0.051,0.013,0.012,19.459,164517.406,7.598,52.000
0.049,0.000,0.017,25.296,72818.023,-0.897,52.000
0.052,0.005,0.013,19.454,187360.969,4.719,52.000
0.050,0.014,0.013,20.868,154650.969,7.647,52.000
0.049,0.005,0.012,16.784,145370.688,3.464,52.000
0.041,0.000,0.013,22.672,-4951.422,-0.598,52.000
0.053,0.000,0.008,26.180,-8325.055,0.903,52.000
0.050,0.011,0.009,13.838,154196.906,6.791,52.000
0.049,0.012,0.013,20.660,156566.812,8.101,52.000
0.051,0.006,0.013,18.664,156311.812,4.414,52.000
0.051,0.005,0.011,21.485,151356.969,2.948,52.000
0.051,0.010,0.012,20.948,171372.062,8.030,52.000
0.042,0.000,0.012,23.463,-5120.125,-1.242,52.000
0.048,0.017,0.012,20.407,189715.875,7.496,52.000
0.043,0.000,0.010,22.923,57085.258,-0.727,52.000
0.051,0.019,0.011,18.601,172458.062,7.012,52.000
0.047,0.000,0.022,20.388,-51542.559,1.719,52.000
0.050,0.021,0.010,19.597,150299.594,6.737,52.000
0.001,0.012,0.011,21.515,137855.812,2.380,52.000
0.049,0.026,0.012,21.314,165412.594,6.639,52.000
0.050,0.014,0.014,21.156,142130.500,7.070,52.000
0.049,0.019,0.013,19.907,177490.562,7.469,52.000
0.051,0.026,0.012,19.758,129070.039,6.756,52.000
0.051,0.000,0.018,23.737,-43865.227,-0.026,52.000
0.048,0.000,0.012,28.069,-74412.812,-2.403,52.000
0.060,0.000,0.014,19.094,90899.211,2.329,52.000
0.051,0.025,0.014,20.017,102120.320,6.105,52.000
0.056,0.001,0.008,26.178,43907.523,0.147,52.000
0.043,0.002,0.009,19.813,163160.969,2.836,52.000
0.051,0.000,0.018,24.342,-80356.172,-0.938,52.000
0.052,0.009,0.011,16.864,153830.469,5.292,52.000
0.051,0.013,0.012,19.488,171752.344,7.825,52.000
0.052,0.022,0.011,18.597,150207.125,6.575,52.000
0.049,0.013,0.014,22.239,141794.312,7.256,52.000
0.051,0.016,0.011,19.271,189623.125,7.104,52.000
0.053,0.000,0.019,20.276,-2335.570,2.036,52.000
0.042,0.001,0.010,19.711,142123.594,1.424,52.000
0.051,0.001,0.018,21.360,122636.148,2.905,52.000
0.056,0.000,0.004,21.217,17924.812,0.779,52.000
0.049,0.013,0.011,17.648,158638.719,6.927,52.000
0.052,0.002,0.011,22.666,158102.969,3.050,52.000
0.051,0.027,0.013,19.738,150507.688,7.226,52.000
0.052,0.007,0.013,21.141,180473.500,6.523,52.000
0.051,0.006,0.011,19.497,138880.312,2.999,52.000
0.052,0.006,0.012,19.831,137341.062,3.193,52.000
0.045,0.001,0.005,21.124,114931.711,2.018,52.000
0.100,0.011,0.013,17.507,85770.836,7.287,52.000
0.049,0.007,0.011,20.118,124531.820,4.034,52.000
0.047,0.001,0.006,21.094,107996.445,2.371,52.000
0.050,0.013,0.011,18.687,172478.000,7.121,52.000
0.049,0.013,0.012,19.463,181357.125,7.991,52.000
0.051,0.005,0.014,19.637,182727.438,4.362,52.000
0.051,0.007,0.011,19.700,125163.758,3.358,52.000
0.050,0.009,0.013,21.683,168848.562,7.609,52.000
0.042,0.001,0.019,23.032,27093.445,0.084,52.000
0.055,0.001,0.017,24.394,5869.070,0.516,52.000
0.051,0.015,0.014,21.120,135658.000,7.134,52.000
0.048,0.001,0.014,23.240,120545.664,0.618,52.000
0.045,0.000,0.019,22.141,-7769.922,-0.192,52.000
0.051,0.010,0.013,21.716,182778.906,8.258,52.000
0.044,0.001,0.017,25.020,109404.227,1.442,52.000
0.055,0.001,0.015,22.353,143276.344,1.914,52.000
0.040,0.001,0.010,19.139,139198.781,-0.739,52.000
0.056,0.001,0.015,22.041,142800.875,1.572,52.000
0.044,0.002,0.008,21.229,149533.781,3.437,52.000
0.049,0.012,0.012,19.984,174373.406,8.382,52.000
0.040,0.001,0.012,19.793,54428.102,-0.810,52.000
0.052,0.001,0.008,24.170,103573.273,2.314,52.000
0.050,0.025,0.014,20.087,108085.555,5.794,52.000
0.042,0.001,0.008,21.105,144046.375,2.502,52.000
0.052,0.000,0.010,32.565,411.688,4.262,52.000
0.002,0.012,0.012,22.742,103096.523,4.429,52.000
0.057,0.001,0.019,20.747,33878.383,2.047,52.000
0.048,0.001,0.010,23.780,106667.289,2.659,52.000
0.052,0.019,0.011,18.983,168390.312,6.779,52.000
0.050,0.000,0.005,24.276,3366.539,1.224,52.000
0.052,0.022,0.011,18.508,148636.562,6.673,52.000
0.050,0.023,0.010,20.188,150117.125,6.062,52.000
0.044,0.001,0.003,18.734,137260.969,1.621,52.000
0.054,0.002,0.010,22.935,132982.906,1.331,52.000
0.000,0.013,0.012,18.191,20118.156,7.991,52.000
0.050,0.000,0.018,22.736,-2622.859,0.109,52.000
0.052,0.001,0.018,20.328,113487.961,2.522,52.000
0.054,0.001,0.003,21.448,72626.695,1.390,52.000
0.053,0.001,0.018,22.459,44480.805,1.096,52.000
0.052,0.000,0.003,20.100,-15475.484,-0.129,52.000
0.046,0.001,0.019,24.455,28330.914,0.034,52.000
0.049,0.016,0.010,18.381,201118.594,7.854,52.000
0.058,0.001,0.010,20.272,98200.570,-0.174,52.000
0.050,0.019,0.012,19.803,195277.156,7.301,52.000
0.051,0.020,0.011,19.089,167042.906,6.519,52.000
0.041,0.000,0.011,20.302,-22998.078,0.352,52.000
0.056,0.000,0.019,22.125,-13031.664,1.877,52.000
0.052,0.009,0.014,22.686,170868.156,7.485,52.000
0.000,0.011,0.012,20.460,22904.523,11.503,52.000
0.050,0.009,0.015,23.525,154972.875,6.446,52.000
0.051,0.026,0.011,21.178,157308.562,5.765,52.000
0.049,0.026,0.010,22.865,160745.219,5.643,52.000
0.049,0.017,0.013,20.542,157662.438,7.418,52.000
0.048,0.003,0.011,22.111,167932.000,2.928,52.000
0.040,0.001,0.017,21.071,74845.930,0.612,52.000
0.050,0.022,0.012,19.055,166312.125,6.824,52.000
0.048,0.006,0.010,21.058,148445.062,3.353,52.000
0.050,0.021,0.013,19.874,135240.750,6.566,52.000
0.041,0.000,0.008,20.668,70563.648,-0.817,52.000
0.042,0.000,0.014,22.154,-31295.508,-1.126,52.000
0.096,0.012,0.012,20.900,86023.773,4.269,52.000
0.098,0.011,0.013,20.370,105449.414,3.275,52.000
0.048,0.009,0.012,18.627,123933.898,5.686,52.000
0.051,0.006,0.011,20.712,131794.750,2.828,52.000
0.044,0.001,0.009,23.138,65761.398,1.780,52.000
0.049,0.020,0.012,19.889,188960.188,6.889,52.000
0.059,0.001,0.009,18.120,141200.406,1.387,52.000
0.050,0.013,0.011,17.275,165505.656,7.168,52.000
0.051,0.021,0.011,18.541,161780.500,6.886,52.000
0.050,0.005,0.012,18.428,161223.281,3.026,52.000
0.049,0.009,0.011,17.813,127194.258,6.251,52.000
0.098,0.012,0.013,21.686,97012.992,2.693,52.000
0.044,0.001,0.007,21.471,140148.500,3.123,52.000
0.049,0.023,0.014,20.701,127446.758,6.149,52.000
0.048,0.001,0.012,24.233,82342.102,2.623,52.000
0.046,0.000,0.009,26.538,-16384.406,2.268,52.000
0.043,0.001,0.019,22.354,119895.680,2.239,52.000
0.053,0.000,0.005,24.228,24247.945,1.167,52.000
0.056,0.001,0.016,23.197,104671.867,1.559,52.000
0.044,0.001,0.008,21.502,157757.000,3.165,52.000
0.052,0.002,0.006,20.909,112875.227,2.474,52.000
0.056,0.000,0.015,20.236,43635.539,-0.537,52.000
0.049,0.011,0.014,23.207,139446.156,6.961,52.000
0.050,0.004,0.011,21.318,163548.844,2.908,52.000
0.045,0.000,0.011,28.167,100.594,1.675,52.000
0.042,0.000,0.015,24.638,-17184.883,-1.105,52.000
0.058,0.001,0.011,18.296,119332.336,1.449,52.000
0.051,0.007,0.011,19.117,127867.008,4.072,52.000
0.051,0.027,0.012,16.749,172486.219,6.281,52.000
0.043,0.002,0.014,18.615,143456.719,1.797,52.000
0.045,0.001,0.014,22.403,119873.398,0.428,52.000
0.050,0.020,0.012,19.113,191130.500,7.098,52.000
0.049,0.000,0.023,20.924,-60637.832,4.359,52.000
0.048,0.001,0.018,23.129,23872.180,-0.036,52.000
0.051,0.001,0.018,23.749,88611.070,1.431,52.000
0.051,0.001,0.018,22.553,67031.555,0.954,52.000
0.054,0.001,0.010,27.213,48778.727,0.439,52.000
0.050,0.022,0.013,18.987,144283.812,6.586,52.000
0.049,0.004,0.012,19.128,168771.312,3.120,52.000
0.050,0.003,0.011,22.605,165255.250,2.888,52.000
0.050,0.001,0.016,25.559,111523.289,2.166,52.000
0.059,0.001,0.013,17.859,125200.586,2.006,52.000
0.050,0.019,0.010,18.291,169082.469,8.174,52.000
0.060,0.001,0.016,21.343,145903.375,1.331,52.000
0.046,0.001,0.008,21.643,142107.312,3.258,52.000
0.055,0.001,0.009,27.395,31429.477,0.136,52.000
0.051,0.008,0.010,16.575,147102.750,4.544,52.000
0.045,0.001,0.010,24.397,33194.961,1.705,52.000
0.049,0.002,0.006,20.585,96097.836,2.496,52.000
0.049,0.011,0.013,20.540,160729.344,7.607,52.000
0.050,0.016,0.014,20.457,132115.344,6.632,52.000
0.050,0.022,0.012,19.083,171249.031,6.910,52.000
0.048,0.023,0.012,20.403,178144.500,6.997,52.000
0.051,0.001,0.020,21.596,62629.070,1.246,52.000
0.000,0.012,0.011,20.247,31236.664,10.736,52.000
0.046,0.001,0.011,23.533,94808.742,2.336,52.000
0.049,0.023,0.013,20.077,140607.219,6.552,52.000
0.059,0.001,0.013,18.279,136463.562,2.123,52.000
0.048,0.000,0.002,20.033,37585.758,-1.064,52.000
0.051,0.000,0.013,32.904,-56537.031,-1.475,52.000
0.051,0.015,0.013,20.087,168748.406,8.281,52.000
0.049,0.001,0.011,23.873,118321.852,3.044,52.000
0.044,0.001,0.007,24.842,-11618.898,1.499,52.000
0.047,0.001,0.020,21.551,85289.961,1.884,52.000
0.050,0.022,0.012,19.172,172569.656,6.942,52.000
0.050,0.023,0.010,20.809,151277.531,6.122,52.000
0.051,0.018,0.011,19.228,188210.875,7.237,52.000
0.041,0.000,0.016,22.846,-12506.992,-0.824,52.000
0.052,0.014,0.013,20.919,160590.281,7.665,52.000
0.048,0.001,0.014,21.579,150065.438,0.576,52.000
0.057,0.001,0.018,20.041,122229.633,2.646,52.000
0.058,0.001,0.009,25.273,49793.977,-0.914,52.000
0.048,0.009,0.012,19.241,120496.164,5.707,52.000
0.054,0.001,0.002,22.622,-23574.891,0.142,52.000
0.049,0.023,0.012,20.371,174569.031,6.756,52.000
0.049,0.012,0.011,18.653,177156.438,8.092,52.000
0.042,0.000,0.006,20.365,119770.289,-0.262,52.000
0.051,0.015,0.013,20.110,154816.750,7.507,52.000
0.046,0.000,0.011,27.386,-5906.172,1.181,52.000
0.043,0.001,0.009,21.046,146000.156,1.953,52.000
0.051,0.013,0.010,17.100,162313.625,6.185,52.000
0.051,0.002,0.019,20.586,106507.070,2.518,52.000
0.049,0.027,0.010,11.043,260964.781,5.687,52.000
0.056,0.001,0.013,25.905,65906.539,0.281,52.000
0.048,0.001,0.009,22.154,148451.594,3.237,52.000
0.049,0.001,0.015,22.266,167661.938,2.465,52.000
0.047,0.000,0.007,24.386,-40176.324,0.843,52.000
0.050,0.009,0.011,18.557,131480.375,6.000,52.000
0.049,0.009,0.013,19.995,163760.094,6.938,52.000
0.049,0.022,0.012,19.798,181798.562,6.892,52.000
0.050,0.018,0.011,18.768,198538.594,7.490,52.000
0.048,0.016,0.011,18.420,203086.000,7.792,52.000
0.046,0.001,0.020,20.558,88833.992,2.475,52.000
0.052,0.013,0.012,19.638,162350.188,7.585,52.000
0.045,0.000,0.006,22.401,-7935.094,-1.322,52.000
0.051,0.002,0.006,21.311,101937.008,2.436,52.000
0.050,0.005,0.015,20.264,183635.000,4.202,52.000
0.054,0.002,0.011,22.361,137963.031,2.247,52.000
0.046,0.002,0.008,21.369,142556.906,3.319,52.000
0.057,0.001,0.016,21.683,134395.281,1.644,52.000
0.040,0.000,0.012,20.449,-9905.781,-0.087,52.000
0.057,0.001,0.007,22.335,109281.664,1.320,52.000
0.052,0.005,0.013,19.635,189216.344,4.700,52.000
0.048,0.001,0.008,24.980,5044.172,2.366,52.000
0.047,0.000,0.016,29.586,-20353.234,-2.645,52.000
0.039,0.000,0.012,20.294,17407.938,-2.403,52.000
0.049,0.021,0.012,19.975,186029.094,6.842,52.000
0.052,0.020,0.011,18.667,159638.375,6.650,52.000
0.048,0.012,0.011,16.806,145377.031,7.535,52.000
0.049,0.005,0.014,19.096,176435.156,3.202,52.000
0.043,0.000,0.007,20.142,-15234.820,1.223,52.000
0.050,0.006,0.010,21.401,128565.820,2.964,52.000
0.052,0.019,0.013,18.834,149556.938,7.761,52.000
0.045,0.001,0.008,21.572,154596.156,3.195,52.000
0.047,0.000,0.018,23.364,16910.594,-1.137,52.000
0.050,0.000,0.019,22.155,24486.945,0.696,52.000
0.052,0.001,0.003,21.902,12088.703,0.330,52.000
0.056,0.001,0.018,21.204,75923.508,2.002,52.000
0.045,0.001,0.011,20.211,170115.781,2.847,52.000
0.052,0.000,0.021,20.776,-40916.465,3.155,52.000
0.099,0.012,0.013,21.622,92964.602,3.109,52.000
0.050,0.021,0.011,19.990,160059.594,6.017,52.000
0.046,0.000,0.019,24.207,-3125.398,-0.824,52.000
0.049,0.011,0.012,19.558,172402.156,7.426,52.000
0.050,0.001,0.022,20.083,4870.914,1.117,52.000
0.050,0.000,0.001,18.455,9428.195,0.907,52.000
0.048,0.006,0.013,16.165,128323.477,3.255,52.000
0.049,0.005,0.012,16.877,148772.250,3.243,52.000
0.048,0.001,0.007,22.533,105923.477,2.652,52.000
0.053,0.000,0.012,29.793,30347.383,0.540,52.000
0.051,0.002,0.015,22.565,162594.625,3.442,52.000
0.053,0.002,0.009,23.220,128644.773,1.978,52.000
0.054,0.002,0.008,23.596,95797.070,2.117,52.000
0.054,0.002,0.012,20.061,173056.812,2.685,52.000
0.050,0.018,0.014,20.223,120290.289,6.333,52.000
0.049,0.016,0.013,20.365,156586.812,7.445,52.000
0.043,0.000,0.010,22.661,60216.164,-0.606,52.000
0.053,0.002,0.006,21.350,111830.992,2.624,52.000
0.051,0.003,0.012,18.602,174611.625,2.765,52.000
0.051,0.019,0.014,19.962,122439.477,6.715,52.000
0.052,0.021,0.011,18.826,159925.062,6.589,52.000
0.044,0.000,0.018,24.035,-17951.750,-0.120,52.000
0.052,0.012,0.011,18.242,174613.406,7.314,52.000
0.048,0.026,0.012,21.847,167021.625,6.895,52.000
0.047,0.002,0.012,18.676,181184.125,2.876,52.000
0.049,0.000,0.010,27.163,-27156.016,0.330,52.000
0.048,0.004,0.013,15.771,151666.469,1.849,52.000
0.050,0.009,0.015,23.365,152792.094,6.448,52.000
0.053,0.000,0.014,30.873,-136036.938,0.036,52.000
0.050,0.014,0.013,20.182,165189.156,7.699,52.000
0.099,0.012,0.012,20.635,85347.445,5.363,52.000
0.050,0.016,0.012,20.484,179451.375,8.375,52.000
0.051,0.001,0.001,20.465,82752.039,1.023,52.000
0.049,0.020,0.012,19.971,193821.688,6.974,52.000
0.054,0.000,0.011,31.758,8013.664,1.589,52.000
0.043,0.001,0.018,24.596,107512.180,1.450,52.000
0.056,0.002,0.015,22.019,140174.438,1.690,52.000
0.055,0.000,0.007,26.551,7335.820,2.348,52.000
0.052,0.020,0.011,18.437,166253.781,6.927,52.000
0.050,0.015,0.011,19.241,181465.344,7.338,52.000
0.044,0.000,0.013,24.358,-46721.156,-0.869,52.000
0.045,0.002,0.014,18.710,156208.438,1.356,52.000
0.052,0.022,0.011,18.687,152629.656,6.520,52.000
0.049,0.006,0.010,22.019,149169.688,2.976,52.000
0.042,0.000,0.012,22.874,10336.094,-0.129,52.000
0.052,0.025,0.012,18.606,126222.070,6.795,52.000
0.041,0.001,0.018,22.669,17809.953,-0.260,52.000
0.042,0.001,0.019,21.572,122265.539,2.314,52.000
0.047,0.001,0.013,17.839,168278.531,0.953,52.000
0.051,0.026,0.012,20.280,149010.844,6.592,52.000
0.050,0.000,0.013,28.670,32513.445,0.035,52.000
0.052,0.014,0.012,19.130,164434.875,8.375,52.000
0.051,0.022,0.012,18.459,164674.688,6.964,52.000
0.049,0.007,0.010,20.348,158028.656,3.623,52.000
0.059,0.000,0.012,22.541,21119.430,1.001,52.000
0.049,0.012,0.011,17.877,167544.625,7.986,52.000
0.049,0.001,0.005,20.454,99772.023,2.114,52.000
0.003,0.011,0.011,21.655,124171.805,2.704,52.000
0.050,0.023,0.013,19.327,143275.219,6.537,52.000
0.058,0.001,0.011,19.901,91547.133,0.489,52.000
0.043,0.000,0.014,23.521,-33449.734,-2.282,52.000
0.051,0.007,0.010,19.463,127706.445,2.971,52.000
0.002,0.012,0.012,23.368,106750.211,4.723,52.000
0.052,0.002,0.017,21.931,127491.586,2.800,52.000
0.051,0.025,0.014,20.231,108548.305,6.105,52.000
0.051,0.024,0.010,20.440,142744.969,5.361,52.000
0.049,0.007,0.011,19.349,121390.648,4.053,52.000
0.050,0.003,0.013,16.843,175069.875,2.600,52.000
0.053,0.000,0.008,24.985,8332.641,1.169,52.000
0.055,0.001,0.010,22.790,125403.773,1.171,52.000
0.058,0.000,0.009,22.858,50619.117,-1.511,52.000
0.049,0.011,0.014,23.716,139715.125,6.827,52.000
0.058,0.001,0.012,17.829,124531.539,1.970,52.000
0.049,0.000,0.017,23.407,44786.758,-0.119,52.000
0.050,0.001,0.005,21.730,93021.898,1.803,52.000
0.047,0.001,0.016,25.955,108115.820,1.687,52.000
0.051,0.006,0.012,19.761,140059.156,2.873,52.000
0.051,0.005,0.013,17.669,153885.281,3.663,52.000
0.056,0.001,0.011,20.311,133093.562,1.795,52.000
0.051,0.001,0.015,23.217,152967.250,3.096,52.000
0.052,0.012,0.013,21.163,165157.750,7.786,52.000
0.050,0.013,0.013,20.051,166063.625,7.777,52.000
0.049,0.002,0.013,16.741,182216.438,2.221,52.000
0.057,0.000,0.013,25.822,36343.211,-0.044,52.000
0.053,0.001,0.010,22.767,145526.812,2.283,52.000
0.053,0.000,0.015,28.757,-25610.742,-1.589,52.000
0.051,0.007,0.012,20.050,134794.906,4.723,52.000
0.050,0.018,0.012,20.006,192719.719,7.434,52.000
0.048,0.017,0.011,19.505,208901.156,7.774,52.000
0.049,0.021,0.013,20.305,140452.844,6.730,52.000
0.099,0.013,0.013,21.672,83639.055,3.378,52.000
