X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.050,0.000,0.021,20.697,-27271.031,2.061,52.000
0.049,0.008,0.015,20.954,169069.156,6.333,52.000
0.050,0.018,0.012,19.924,190025.250,7.631,52.000
0.051,0.009,0.015,23.385,157345.656,6.584,52.000
0.001,0.013,0.012,24.181,123003.727,4.515,52.000
0.049,0.025,0.010,21.990,154496.531,5.897,52.000
0.099,0.012,0.011,20.361,68393.820,6.055,52.000
0.051,0.012,0.014,23.482,140711.875,6.552,52.000
0.054,0.000,0.013,30.848,-32047.383,3.875,52.000
0.049,0.024,0.013,20.107,158058.906,6.867,52.000
0.050,0.000,0.011,27.127,10792.555,-0.435,52.000
0.054,0.001,0.019,19.523,102693.430,2.699,52.000
0.043,0.001,0.019,22.469,109842.961,2.147,52.000
0.050,0.009,0.011,18.263,117624.617,5.463,52.000
0.058,0.001,0.018,21.245,103016.852,1.654,52.000
0.048,0.000,0.012,29.911,-57622.168,-1.149,52.000
0.049,0.007,0.010,19.856,124639.930,3.923,52.000
0.045,0.002,0.016,23.701,133062.594,2.838,52.000
0.050,0.000,0.009,30.650,-112853.930,0.913,52.000
0.043,0.001,0.014,19.409,142539.438,1.805,52.000
0.049,0.010,0.012,19.024,156438.438,6.796,52.000
0.049,0.025,0.014,20.583,125544.773,6.111,52.000
0.048,0.002,0.012,17.746,182882.688,2.502,52.000
0.047,0.000,0.021,20.827,1645.148,1.641,52.000
0.045,0.001,0.013,19.307,119937.039,1.766,52.000
0.047,0.001,0.018,22.675,126698.430,2.839,52.000
0.051,0.000,0.002,21.792,18059.031,-1.054,52.000
0.045,0.001,0.011,20.111,167254.875,2.584,52.000
0.041,0.000,0.011,20.036,-13669.461,0.173,52.000
0.054,0.001,0.014,26.035,96455.289,0.745,52.000
0.056,0.001,0.003,23.073,22645.539,0.998,52.000
0.049,0.001,0.010,22.465,148419.531,2.738,52.000
0.045,0.000,0.014,30.099,-100155.422,-3.532,52.000
0.050,0.025,0.012,19.778,160023.969,7.040,52.000
0.045,0.001,0.015,27.280,63479.211,-0.344,52.000
0.049,0.021,0.012,20.020,184497.312,6.687,52.000
0.049,0.018,0.013,20.325,180750.031,7.623,52.000
0.050,0.017,0.010,17.732,190532.250,7.785,52.000
0.049,0.014,0.014,20.784,140841.625,6.950,52.000
0.052,0.002,0.011,22.800,153835.500,3.145,52.000
0.058,0.001,0.011,17.516,126873.883,1.426,52.000
0.049,0.009,0.014,21.406,154865.500,6.580,52.000
0.047,0.002,0.017,23.468,135774.844,3.203,52.000
0.051,0.014,0.012,19.511,165467.188,7.866,52.000
0.042,0.001,0.006,20.593,142778.844,2.608,52.000
0.061,0.001,0.009,16.208,151058.031,0.698,52.000
0.052,0.018,0.012,18.695,180433.875,8.070,52.000
0.049,0.008,0.014,18.901,167575.406,5.917,52.000
0.052,0.006,0.012,19.704,143816.375,3.083,52.000
0.056,0.000,0.015,26.724,-192.008,-0.885,52.000
0.049,0.020,0.013,20.428,162540.000,6.984,52.000
0.052,0.026,0.013,20.901,105174.508,6.140,52.000
0.050,0.000,0.007,25.542,-5332.164,1.262,52.000
0.055,0.001,0.004,25.479,-81778.344,-0.445,52.000
0.099,0.012,0.011,20.527,58917.570,5.435,52.000
0.052,0.000,0.014,28.150,27554.977,-0.219,52.000
0.043,0.000,0.019,22.039,-26527.180,-0.092,52.000
0.059,0.001,0.017,22.091,128384.820,1.112,52.000
0.050,0.005,0.012,17.952,152220.219,3.019,52.000
0.048,0.011,0.013,19.714,147606.719,7.336,52.000
0.046,0.001,0.013,22.540,81855.352,0.863,52.000
0.050,0.001,0.007,21.913,106142.508,2.713,52.000
0.050,0.001,0.022,19.442,66399.477,2.188,52.000
0.046,0.001,0.010,25.607,17272.422,1.984,52.000
0.049,0.001,0.004,19.640,105319.523,1.807,52.000
0.047,0.000,0.018,25.079,-14001.344,-0.265,52.000
0.056,0.001,0.010,23.019,108387.711,0.812,52.000
0.050,0.022,0.014,20.187,122142.617,5.951,52.000
0.047,0.001,0.007,22.402,119146.820,2.777,52.000
0.050,0.008,0.010,17.981,152038.969,3.822,52.000
0.048,0.001,0.019,20.938,96323.930,2.229,52.000
0.047,0.001,0.020,21.351,73886.211,1.769,52.000
0.057,0.000,0.009,24.383,-42990.891,0.104,52.000
0.056,0.000,0.018,21.397,-6839.141,0.922,52.000
0.051,0.007,0.011,19.314,125800.227,4.009,52.000
0.051,0.011,0.012,19.277,190757.656,8.089,52.000
0.041,0.000,0.009,18.530,58666.227,-0.930,52.000
0.047,0.001,0.017,23.434,133826.125,3.265,52.000
0.040,0.001,0.011,18.300,139801.812,-0.140,52.000
0.049,0.001,0.004,19.734,100310.836,1.314,52.000
0.050,0.001,0.013,28.411,32469.367,-0.249,52.000
0.057,0.001,0.014,20.470,150449.188,2.039,52.000
0.049,0.000,0.015,28.715,18677.336,-1.678,52.000
0.048,0.012,0.012,19.285,171920.469,7.422,52.000
0.048,0.010,0.012,19.725,132204.656,6.135,52.000
0.048,0.014,0.013,19.097,164182.688,7.941,52.000
0.051,0.015,0.014,20.427,123347.789,6.590,52.000
0.045,0.000,0.018,21.941,-48665.375,-0.450,52.000
0.051,0.014,0.011,19.478,176373.719,6.809,52.000
0.051,0.026,0.014,21.625,83209.492,6.158,52.000
0.053,0.000,0.013,28.499,10579.789,1.207,52.000
0.049,0.001,0.013,19.012,166538.094,1.932,52.000
0.056,0.001,0.011,20.447,123363.211,0.939,52.000
0.049,0.003,0.011,21.955,165699.812,3.145,52.000
0.047,0.002,0.007,21.128,121162.930,3.257,52.000
0.050,0.008,0.014,21.944,168125.750,6.967,52.000
0.051,0.014,0.013,19.961,158229.125,7.938,52.000
0.057,0.001,0.009,23.349,96965.414,0.645,52.000
0.050,0.009,0.013,22.685,173921.656,7.828,52.000
0.051,0.026,0.011,19.891,149733.719,6.512,52.000
0.050,0.024,0.013,19.688,142189.062,6.357,52.000
0.052,0.000,0.010,32.999,1134.000,3.100,52.000
0.052,0.004,0.012,19.556,168670.094,2.940,52.000
0.051,0.024,0.012,18.327,145464.281,7.028,52.000
0.053,0.001,0.022,17.774,4603.055,1.848,52.000
0.050,0.020,0.014,20.155,110019.836,6.057,52.000
0.051,0.001,0.007,23.366,88165.477,2.485,52.000
0.049,0.018,0.012,20.044,185574.562,7.508,52.000
0.048,0.015,0.014,19.730,138257.000,7.022,52.000
0.051,0.006,0.013,20.505,162942.031,4.799,52.000
0.055,0.001,0.008,23.805,91309.336,1.788,52.000
0.052,0.004,0.013,18.592,185970.156,2.977,52.000
0.044,0.001,0.014,18.110,151431.531,1.686,52.000
0.050,0.019,0.014,20.136,111651.211,6.184,52.000
0.052,0.001,0.005,23.272,39862.320,1.394,52.000
0.053,0.001,0.016,26.276,34282.961,-0.204,52.000
0.047,0.000,0.014,29.717,-65691.703,-2.666,52.000
0.047,0.000,0.013,29.082,-71601.609,-2.839,52.000
0.048,0.012,0.012,19.547,174799.531,8.059,52.000
0.051,0.021,0.012,18.638,169649.969,7.104,52.000
0.052,0.016,0.011,19.222,181390.688,7.050,52.000
0.049,0.002,0.013,16.267,180365.625,1.481,52.000
0.060,0.000,0.013,19.018,77595.867,2.332,52.000
0.048,0.010,0.012,19.850,134950.281,6.238,52.000
0.049,0.008,0.012,18.027,121427.867,4.717,52.000
0.049,0.012,0.011,16.643,150320.156,7.682,52.000
0.052,0.017,0.013,19.017,175542.719,8.083,52.000
0.045,0.000,0.018,24.644,-3861.805,-1.946,52.000
0.051,0.026,0.013,20.827,119970.555,6.000,52.000
0.060,0.001,0.015,19.051,164380.531,1.630,52.000
0.051,0.005,0.011,20.503,156084.281,2.546,52.000
0.048,0.002,0.011,22.279,168467.906,3.209,52.000
0.056,0.000,0.014,27.827,25912.148,-0.399,52.000
0.042,0.000,0.014,21.984,-57885.168,-2.240,52.000
0.050,0.009,0.015,23.342,155529.969,6.559,52.000
0.050,0.023,0.012,19.454,156837.969,6.829,52.000
0.050,0.012,0.013,21.199,163998.938,7.937,52.000
0.053,0.000,0.010,30.721,-39179.840,-0.191,52.000
0.045,0.002,0.007,20.931,132492.562,3.297,52.000
0.058,0.001,0.015,20.230,149042.062,1.351,52.000
0.053,0.001,0.007,23.758,94362.148,2.399,52.000
0.050,0.000,0.022,19.913,-26746.211,2.448,52.000
0.050,0.019,0.012,19.327,185062.000,7.491,52.000
0.051,0.004,0.013,17.464,181679.156,2.890,52.000
0.050,0.006,0.012,18.520,130938.195,3.348,52.000
0.056,0.000,0.010,28.724,26475.508,0.416,52.000
0.051,0.026,0.010,21.602,142798.156,4.933,52.000
0.055,0.002,0.015,22.120,133503.438,2.162,52.000
0.100,0.011,0.012,17.745,5661.016,5.233,52.000
0.045,0.000,0.008,25.629,-89264.031,0.902,52.000
0.050,0.008,0.010,17.238,156230.312,4.030,52.000
0.049,0.009,0.010,16.620,148493.562,5.719,52.000
0.053,0.000,0.017,24.191,-32419.883,0.532,52.000
0.049,0.010,0.015,23.656,140441.781,6.097,52.000
0.046,0.001,0.020,21.474,92528.773,2.117,52.000
0.052,0.016,0.012,19.357,180451.656,8.145,52.000
0.058,0.001,0.019,18.750,131117.094,2.990,52.000
0.051,0.001,0.019,21.106,86539.445,1.703,52.000
0.052,0.001,0.022,18.702,48029.836,2.154,52.000
0.048,0.009,0.013,20.083,154158.656,7.028,52.000
0.055,0.000,0.020,21.667,-37352.016,2.882,52.000
0.055,0.000,0.017,24.778,-39776.273,-0.366,52.000
0.056,0.002,0.007,22.315,107666.633,2.379,52.000
0.049,0.012,0.012,19.239,185670.281,8.239,52.000
0.047,0.001,0.013,21.603,107910.227,0.748,52.000
0.051,0.019,0.012,19.019,186305.500,7.540,52.000
0.059,0.000,0.010,24.057,57634.633,-1.211,52.000
0.056,0.000,0.012,26.692,37374.852,-1.151,52.000
0.050,0.024,0.012,19.427,158699.219,6.910,52.000
0.056,0.000,0.008,22.927,25218.836,0.747,52.000
0.059,0.001,0.015,21.625,126890.914,1.587,52.000
0.048,0.004,0.011,20.283,163829.688,2.979,52.000
0.052,0.005,0.011,21.874,153780.406,2.613,52.000
0.055,0.000,0.017,23.492,-3254.234,0.089,52.000
0.052,0.006,0.014,19.920,197057.094,6.135,52.000
0.099,0.011,0.012,19.673,87244.617,5.976,52.000
0.098,0.012,0.011,20.168,65584.758,7.219,52.000
0.050,0.005,0.010,22.004,144918.531,2.551,52.000
0.052,0.026,0.012,19.772,143420.031,6.749,52.000
0.054,0.000,0.009,34.453,-30352.086,4.612,52.000
0.052,0.005,0.012,20.379,159259.188,2.728,52.000
0.051,0.024,0.012,18.340,145180.969,6.812,52.000
0.099,0.012,0.011,19.864,72327.148,7.317,52.000
0.051,0.006,0.014,20.078,192392.938,5.960,52.000
0.097,0.014,0.012,21.108,73900.867,4.719,52.000
0.052,0.016,0.014,19.953,138664.812,7.124,52.000
0.042,0.000,0.017,23.753,8020.227,-0.666,52.000
0.044,0.001,0.013,18.160,137114.031,2.067,52.000
0.051,0.005,0.014,19.385,179604.188,4.365,52.000
0.049,0.004,0.010,22.293,158058.844,2.654,52.000
0.049,0.013,0.011,18.005,163731.969,7.219,52.000
0.044,0.001,0.014,19.759,120062.414,0.896,52.000
0.050,0.017,0.011,18.938,202574.438,7.576,52.000
0.041,0.001,0.017,23.518,46310.273,-0.770,52.000
0.051,0.018,0.013,19.024,176977.188,7.983,52.000
0.001,0.012,0.011,21.646,130041.648,1.763,52.000
0.043,0.001,0.014,23.791,16407.555,-0.696,52.000
0.049,0.021,0.011,20.608,177169.531,6.574,52.000
0.047,0.001,0.022,19.651,69978.930,2.426,52.000
0.051,0.000,0.003,19.577,8761.695,0.989,52.000
0.050,0.023,0.010,20.672,153212.969,5.812,52.000
0.049,0.003,0.013,16.852,172766.906,2.120,52.000
0.051,0.018,0.012,19.376,188009.750,7.791,52.000
0.048,0.026,0.011,22.473,159368.375,6.227,52.000
0.051,0.001,0.003,20.098,101939.852,1.624,52.000
0.050,0.021,0.014,19.955,95865.977,5.629,52.000
0.051,0.014,0.010,18.803,172539.031,5.945,52.000
0.049,0.019,0.010,18.475,179317.500,7.959,52.000
0.048,0.009,0.011,19.341,114768.961,5.662,52.000
0.055,0.000,0.017,24.423,-8147.188,-0.176,52.000
0.051,0.004,0.012,18.743,166800.312,2.965,52.000
0.050,0.008,0.012,19.001,117550.664,4.637,52.000
0.055,0.001,0.013,21.352,159812.656,3.351,52.000
0.045,0.001,0.012,20.068,135615.375,2.295,52.000
0.056,0.002,0.011,20.584,129762.602,1.339,52.000
0.055,0.001,0.018,20.983,69767.398,2.027,52.000
0.050,0.008,0.013,20.236,167292.094,6.646,52.000
0.049,0.012,0.010,14.608,141486.844,7.187,52.000
0.051,0.006,0.014,19.824,196664.719,5.972,52.000
0.051,0.003,0.013,17.611,183287.031,2.334,52.000
0.099,0.013,0.012,20.944,17326.531,4.470,52.000
0.049,0.008,0.012,18.561,128138.289,5.754,52.000
0.053,0.000,0.021,21.060,-68633.203,0.224,52.000
0.058,0.001,0.010,19.210,129150.539,1.073,52.000
0.054,0.000,0.015,30.370,-114390.992,-0.271,52.000
0.051,0.022,0.010,19.842,148453.000,5.633,52.000
0.050,0.000,0.007,24.466,20721.523,1.244,52.000
0.049,0.019,0.014,20.595,131084.250,6.504,52.000
0.050,0.018,0.010,18.106,172510.719,8.033,52.000
0.049,0.014,0.011,18.841,176749.406,6.898,52.000
0.050,0.026,0.013,21.099,132611.812,6.414,52.000
0.052,0.001,0.019,20.193,90825.352,2.169,52.000
0.050,0.011,0.014,23.380,145881.750,6.679,52.000
0.049,0.019,0.011,19.338,188413.406,7.068,52.000
0.049,0.025,0.010,21.650,155301.281,5.933,52.000
0.049,0.001,0.009,25.152,59523.492,2.200,52.000
0.049,0.009,0.013,19.865,141641.281,6.356,52.000
0.048,0.013,0.013,20.968,146369.312,7.731,52.000
0.001,0.011,0.012,22.797,86718.992,4.588,52.000
0.058,0.001,0.007,25.934,22667.328,-0.757,52.000
0.052,0.003,0.012,19.109,180207.469,2.569,52.000
0.050,0.007,0.011,19.674,120913.148,3.524,52.000
0.049,0.000,0.011,29.316,18102.312,0.943,52.000
0.049,0.007,0.013,17.807,123663.039,5.195,52.000
0.041,0.000,0.008,21.101,35609.648,-1.854,52.000
0.050,0.021,0.012,19.431,177266.688,6.823,52.000
0.050,0.015,0.012,20.239,180581.219,8.320,52.000
0.048,0.005,0.010,21.586,158897.188,2.861,52.000
0.047,0.000,0.005,21.240,67147.180,0.714,52.000
0.044,0.001,0.018,24.652,44863.617,0.282,52.000
0.047,0.001,0.007,23.245,82908.180,2.238,52.000
0.041,0.001,0.011,18.537,144840.938,0.315,52.000
0.050,0.005,0.012,18.876,148922.281,2.900,52.000
0.060,0.001,0.013,18.884,107253.242,0.409,52.000
0.049,0.011,0.011,17.715,152230.344,7.446,52.000
0.049,0.001,0.017,25.502,53194.945,0.729,52.000
0.042,0.001,0.008,21.876,134937.625,1.819,52.000
0.052,0.005,0.012,19.185,162690.906,3.231,52.000
0.001,0.012,0.011,21.449,128847.305,1.722,52.000
0.052,0.000,0.022,18.431,-57268.145,1.420,52.000
0.049,0.010,0.010,15.352,155044.250,6.590,52.000
0.050,0.001,0.011,23.512,122899.602,2.964,52.000
0.048,0.010,0.013,20.244,144911.719,7.260,52.000
0.049,0.021,0.011,20.253,183150.875,6.539,52.000
0.041,0.001,0.006,20.587,150728.875,2.442,52.000
0.050,0.025,0.012,20.177,164431.125,6.763,52.000
0.048,0.002,0.011,22.435,167624.906,3.045,52.000
0.001,0.012,0.012,23.300,101871.586,4.005,52.000
0.050,0.019,0.012,19.445,186857.344,7.570,52.000
0.054,0.002,0.007,22.681,101698.258,2.620,52.000
0.052,0.000,0.016,27.172,-22403.781,-1.500,52.000
0.042,0.001,0.014,17.297,120945.508,1.388,52.000
0.048,0.018,0.012,20.461,194210.562,7.180,52.000
0.049,0.024,0.010,22.019,160087.219,6.105,52.000
0.055,0.000,0.012,28.905,-50426.836,-1.493,52.000
0.050,0.025,0.012,20.138,163198.125,6.864,52.000
0.049,0.023,0.011,20.789,168797.906,6.433,52.000
0.047,0.002,0.010,20.561,171939.500,3.286,52.000
0.051,0.003,0.014,19.626,175328.719,2.910,52.000
0.050,0.010,0.012,19.824,181804.000,7.834,52.000
0.045,0.001,0.013,18.249,148271.250,1.329,52.000
0.051,0.020,0.012,18.710,175990.500,7.565,52.000
0.051,0.021,0.011,19.432,173846.719,6.577,52.000
0.045,0.000,0.016,26.801,45680.695,-1.946,52.000
0.050,0.009,0.013,22.319,174408.469,7.811,52.000
0.049,0.027,0.013,24.709,123925.477,5.680,52.000
0.052,0.006,0.013,19.910,156595.406,3.971,52.000
0.002,0.013,0.011,21.645,140361.250,3.105,52.000
0.051,0.000,0.011,29.337,-70018.203,-0.710,52.000
0.046,0.002,0.012,18.989,170234.969,2.629,52.000
0.048,0.023,0.013,20.658,141035.375,6.481,52.000
0.042,0.000,0.016,22.778,37864.664,-1.629,52.000
0.001,0.012,0.013,23.339,90272.305,4.988,52.000
0.050,0.004,0.010,22.368,158377.062,2.631,52.000
0.049,0.023,0.010,20.891,157882.156,6.101,52.000
0.048,0.007,0.013,16.416,120452.430,4.586,52.000
0.048,0.021,0.014,20.104,127923.820,6.420,52.000
0.098,0.011,0.013,20.275,98427.805,4.185,52.000
0.041,0.001,0.011,20.739,50033.227,-0.385,52.000
0.048,0.013,0.014,21.329,140086.438,7.355,52.000
0.059,0.000,0.013,22.713,48941.242,2.490,52.000
0.058,0.001,0.015,22.887,96785.539,0.675,52.000
0.044,0.001,0.015,19.980,142630.938,1.553,52.000
0.055,0.002,0.018,19.963,121958.648,2.507,52.000
0.001,0.012,0.013,23.501,62308.680,4.886,52.000
0.050,0.003,0.012,18.054,180875.656,2.777,52.000
0.058,0.001,0.013,18.326,123016.539,1.781,52.000
0.050,0.015,0.012,20.159,170929.250,8.408,52.000
0.044,0.001,0.011,22.075,95114.195,1.566,52.000
0.049,0.005,0.011,21.457,153757.344,2.838,52.000
0.049,0.001,0.016,23.307,140859.375,3.184,52.000
0.047,0.001,0.005,20.892,104355.305,2.291,52.000
0.050,0.011,0.011,18.753,171587.469,7.775,52.000
0.003,0.012,0.012,22.778,98430.789,4.722,52.000
0.097,0.011,0.012,19.884,90909.992,5.523,52.000
0.057,0.000,0.014,27.219,38511.539,-0.071,52.000
0.049,0.001,0.018,21.730,124179.914,2.927,52.000
0.049,0.010,0.011,16.850,142468.531,7.049,52.000
0.056,0.001,0.008,23.776,89743.477,0.905,52.000
0.049,0.001,0.020,20.983,87525.070,1.891,52.000
0.049,0.009,0.015,22.148,153069.062,6.623,52.000
0.051,0.001,0.004,21.461,94532.336,1.955,52.000
0.056,0.001,0.011,26.081,38949.555,-0.639,52.000
0.050,0.020,0.013,20.017,136802.156,6.770,52.000
0.052,0.005,0.011,20.753,152159.969,2.824,52.000
0.057,0.001,0.007,23.027,96391.758,0.875,52.000
0.051,0.003,0.014,19.177,177789.688,2.488,52.000
0.051,0.004,0.009,21.537,159423.281,2.604,52.000
0.002,0.013,0.010,20.779,148300.250,1.652,52.000
0.049,0.002,0.014,21.223,171931.344,2.066,52.000
0.050,0.014,0.011,19.213,177133.344,7.379,52.000
0.057,0.001,0.017,20.585,128391.383,2.433,52.000
0.048,0.006,0.010,21.476,151279.000,3.347,52.000
0.059,0.001,0.009,18.297,137578.031,1.178,52.000
0.059,0.000,0.012,22.515,33682.211,1.641,52.000
0.050,0.018,0.013,19.752,173553.969,7.857,52.000
0.048,0.001,0.015,27.078,97131.492,1.215,52.000
0.050,0.013,0.012,19.872,167756.969,7.851,52.000
0.050,0.016,0.012,20.286,189887.188,7.864,52.000
0.050,0.008,0.014,19.947,188699.438,6.443,52.000
0.045,0.001,0.014,17.960,157448.375,1.456,52.000
0.050,0.025,0.012,19.995,157200.844,7.015,52.000
0.049,0.008,0.013,19.308,135526.000,5.803,52.000
0.052,0.001,0.009,23.087,135626.469,2.512,52.000
0.051,0.006,0.013,18.533,151181.656,3.739,52.000
0.044,0.001,0.019,21.963,113348.367,2.319,52.000
0.051,0.024,0.013,19.754,129676.195,6.086,52.000
0.049,0.015,0.013,19.991,174037.281,8.116,52.000
0.059,0.001,0.007,21.971,98501.805,0.247,52.000
0.051,0.003,0.010,22.688,161091.594,2.799,52.000
0.045,0.001,0.016,24.240,124705.539,1.890,52.000
0.051,0.004,0.010,22.177,157582.875,2.557,52.000
0.050,0.019,0.012,19.709,195775.344,7.351,52.000
0.050,0.015,0.012,19.733,178118.375,7.763,52.000
0.053,0.002,0.007,22.614,101905.680,2.712,52.000
0.048,0.005,0.011,20.452,147687.062,2.971,52.000
0.051,0.015,0.013,19.927,152742.094,8.015,52.000
0.047,0.000,0.017,25.854,-50660.586,-2.564,52.000
0.055,0.000,0.010,31.181,1375.031,2.642,52.000
0.051,0.000,0.020,20.578,-14188.688,2.103,52.000
0.041,0.001,0.014,20.188,26366.742,-0.701,52.000
0.100,0.012,0.013,21.642,38064.023,3.874,52.000
0.044,0.001,0.019,22.482,121843.148,2.200,52.000
0.050,0.022,0.013,18.770,161492.875,6.911,52.000
0.050,0.011,0.010,14.554,154930.938,6.933,52.000
0.048,0.021,0.012,20.028,186546.500,6.826,52.000
0.050,0.016,0.014,20.498,133581.156,6.717,52.000
0.043,0.001,0.013,16.997,146284.812,2.248,52.000
0.058,0.001,0.018,20.992,110986.164,2.137,52.000
0.052,0.023,0.012,17.980,136548.312,6.756,52.000
0.059,0.001,0.017,22.203,91450.570,1.083,52.000
0.051,0.006,0.011,20.130,133652.344,3.241,52.000
0.058,0.000,0.012,24.335,32280.570,1.358,52.000
0.055,0.001,0.021,18.516,85527.430,2.877,52.000
0.049,0.018,0.010,18.479,194702.656,8.096,52.000
0.050,0.001,0.023,19.370,42362.195,1.970,52.000
0.051,0.007,0.014,20.062,198954.562,6.655,52.000
0.049,0.026,0.011,22.222,161355.500,5.629,52.000
0.048,0.000,0.018,21.041,-8435.398,0.284,52.000
0.043,0.000,0.015,23.601,31843.695,-2.154,52.000
0.051,0.001,0.019,21.627,55576.289,1.070,52.000
0.052,0.002,0.012,19.405,181288.469,2.693,52.000
0.058,0.001,0.013,18.304,119885.570,2.071,52.000
0.050,0.000,0.002,18.993,25594.500,0.124,52.000
0.057,0.001,0.017,22.467,116776.961,1.352,52.000
0.050,0.010,0.010,15.322,153958.844,6.791,52.000
0.042,0.000,0.010,22.723,39254.148,-1.643,52.000
0.051,0.011,0.013,22.284,168242.344,7.640,52.000
0.050,0.000,0.018,23.432,-4504.320,-0.326,52.000
0.050,0.014,0.012,19.754,166410.844,7.788,52.000
0.051,0.022,0.011,19.381,152186.281,5.883,52.000
0.099,0.011,0.013,21.266,84566.008,2.807,52.000
0.097,0.013,0.012,21.310,71928.117,4.928,52.000
0.048,0.024,0.013,20.273,148759.562,6.781,52.000
0.048,0.015,0.013,19.637,175374.438,8.080,52.000
0.048,0.017,0.011,19.682,206408.406,7.537,52.000
0.049,0.006,0.013,17.721,132990.125,4.443,52.000
0.050,0.015,0.013,20.214,168760.969,8.238,52.000
0.050,0.004,0.013,17.058,166838.625,2.503,52.000
0.051,0.022,0.011,19.804,157056.750,6.235,52.000
0.048,0.017,0.014,19.853,149428.906,7.102,52.000
0.050,0.022,0.011,19.990,167684.875,6.468,52.000
0.050,0.017,0.010,17.529,186571.094,7.615,52.000
0.043,0.001,0.013,20.658,69409.727,0.841,52.000
0.055,0.000,0.016,22.907,16297.609,0.132,52.000
0.051,0.005,0.012,19.844,153524.375,2.518,52.000
0.047,0.002,0.011,20.981,174155.531,3.230,52.000
0.048,0.000,0.009,27.721,-64148.176,0.762,52.000
0.050,0.020,0.010,19.192,158710.438,6.927,52.000
0.052,0.000,0.010,29.584,-14231.891,1.495,52.000
0.049,0.009,0.011,18.859,113664.289,5.491,52.000
0.049,0.001,0.022,20.167,62614.555,1.953,52.000
0.049,0.016,0.011,18.559,204686.812,7.847,52.000
0.045,0.001,0.017,23.698,133067.156,2.972,52.000
0.052,0.013,0.011,18.450,171902.688,7.161,52.000
0.051,0.016,0.012,19.671,183152.469,7.821,52.000
