X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.050,0.007,0.014,18.688,210400.969,5.842,68.000
0.048,0.009,0.011,21.998,244136.375,7.838,68.000
0.049,0.027,0.014,24.413,252563.781,9.531,68.000
0.044,0.001,0.016,19.805,259584.281,4.103,68.000
0.050,0.010,0.013,21.011,228338.312,7.100,68.000
0.049,0.014,0.014,19.064,257327.094,7.957,68.000
0.052,0.009,0.012,20.614,243572.875,8.409,68.000
0.052,0.026,0.012,23.717,244858.969,8.138,68.000
0.055,0.001,0.016,22.918,207405.469,2.325,68.000
0.051,0.001,0.005,22.203,169051.281,2.840,68.000
0.051,0.014,0.013,21.546,238251.750,8.418,68.000
0.040,0.000,0.010,22.576,-48222.473,2.617,68.000
0.049,0.000,0.009,25.016,55130.211,-0.294,68.000
0.049,0.001,0.006,21.574,184078.531,2.786,68.000
0.048,0.001,0.011,21.136,222144.719,5.300,68.000
0.002,0.013,0.011,18.523,233815.062,6.427,68.000
0.056,0.002,0.017,21.091,234455.812,2.931,68.000
0.050,0.005,0.010,18.564,289354.031,5.635,68.000
0.043,0.000,0.010,23.063,-22434.492,-0.535,68.000
0.049,0.007,0.012,21.379,242424.688,8.091,68.000
0.051,0.020,0.011,22.065,236870.031,6.380,68.000
0.051,0.026,0.013,23.024,262874.969,9.413,68.000
0.051,0.010,0.012,21.179,238957.844,8.450,68.000
0.048,0.005,0.012,20.512,214743.375,5.965,68.000
0.052,0.017,0.013,20.512,253855.688,7.949,68.000
0.047,0.000,0.009,30.405,852.969,1.472,68.000
0.048,0.000,0.009,28.888,30804.008,1.858,68.000
0.049,0.017,0.014,18.641,263723.188,7.949,68.000
0.047,0.000,0.002,23.219,-86070.664,0.495,68.000
0.055,0.000,0.003,23.956,-91023.750,0.116,68.000
0.049,0.000,0.004,21.133,-18649.828,-0.622,68.000
0.042,0.001,0.014,19.666,176378.125,2.617,68.000
0.050,0.023,0.012,21.506,264987.000,7.047,68.000
0.040,0.001,0.012,20.426,155745.812,1.686,68.000
0.051,0.011,0.010,20.594,286880.656,7.207,68.000
0.060,0.000,0.011,21.350,2783.281,3.703,68.000
0.050,0.000,0.017,28.595,-13075.047,-0.159,68.000
0.050,0.016,0.012,22.305,225439.656,8.522,68.000
0.051,0.000,0.012,30.949,-29547.656,-1.444,68.000
0.058,0.001,0.006,21.472,143927.531,2.288,68.000
0.048,0.001,0.004,22.021,174503.594,2.337,68.000
0.053,0.002,0.018,22.009,254280.125,3.577,68.000
0.052,0.005,0.014,17.939,226302.062,5.967,68.000
0.051,0.007,0.011,19.442,266912.000,7.913,68.000
0.051,0.021,0.013,19.536,256378.312,9.139,68.000
0.050,0.012,0.013,19.896,234090.531,7.229,68.000
0.051,0.010,0.013,21.035,225003.531,7.461,68.000
0.048,0.000,0.004,21.853,22270.117,0.997,68.000
0.056,0.001,0.013,22.633,265062.469,3.648,68.000
0.056,0.001,0.007,22.397,158072.469,2.094,68.000
0.055,0.001,0.017,21.855,210354.062,2.817,68.000
0.046,0.002,0.012,21.819,211379.344,5.562,68.000
0.052,0.008,0.012,20.417,251733.875,8.449,68.000
0.049,0.010,0.010,21.858,277155.844,7.441,68.000
0.048,0.011,0.012,21.414,232841.250,7.200,68.000
0.043,0.001,0.007,20.364,196007.938,1.785,68.000
0.049,0.002,0.014,19.902,236058.312,5.473,68.000
0.051,0.001,0.020,21.625,192198.250,2.788,68.000
0.049,0.015,0.014,19.165,256619.406,8.290,68.000
0.042,0.001,0.018,20.658,172260.562,2.861,68.000
0.048,0.025,0.012,20.475,298129.969,7.222,68.000
0.049,0.001,0.018,23.048,212456.438,3.119,68.000
0.049,0.019,0.012,21.449,241563.688,8.273,68.000
0.054,0.000,0.018,24.442,-15572.711,0.267,68.000
0.050,0.024,0.010,19.279,281377.062,4.885,68.000
0.052,0.000,0.018,25.165,-43876.168,0.077,68.000
0.049,0.000,0.007,25.102,-7321.070,-1.353,68.000
0.048,0.004,0.014,17.274,210974.531,5.985,68.000
0.054,0.000,0.012,27.375,9067.406,2.460,68.000
0.050,0.000,0.014,30.109,-37380.945,0.986,68.000
0.045,0.001,0.016,21.107,260705.656,4.460,68.000
0.060,0.000,0.013,19.909,72224.977,1.197,68.000
0.050,0.007,0.009,19.015,275821.719,6.284,68.000
0.044,0.000,0.019,23.492,-37636.422,1.826,68.000
0.052,0.023,0.013,22.084,243201.875,9.331,68.000
0.055,0.001,0.012,27.700,82221.648,0.987,68.000
0.039,0.000,0.013,23.806,-1908.719,-1.079,68.000
0.048,0.001,0.017,22.007,271719.062,4.296,68.000
0.045,0.001,0.007,20.706,203954.750,2.316,68.000
0.051,0.006,0.012,19.576,252216.125,7.553,68.000
0.045,0.000,0.003,18.884,47594.805,0.753,68.000
0.049,0.007,0.014,18.462,215816.906,6.630,68.000
0.051,0.006,0.012,19.538,249497.594,7.201,68.000
0.049,0.014,0.011,22.490,223842.500,8.564,68.000
0.050,0.007,0.014,18.856,213634.094,6.087,68.000
0.048,0.000,0.008,27.703,-58532.000,1.416,68.000
0.043,0.000,0.017,24.273,87106.289,0.373,68.000
0.049,0.000,0.018,25.108,55979.992,-0.422,68.000
0.053,0.001,0.005,22.708,144906.906,2.284,68.000
0.051,0.018,0.012,22.736,221185.031,7.875,68.000
0.049,0.014,0.014,18.696,254443.312,7.941,68.000
0.053,0.001,0.018,24.693,118591.742,1.235,68.000
0.047,0.000,0.009,26.729,-88661.945,-0.737,68.000
0.051,0.021,0.011,22.266,231008.375,6.099,68.000
0.053,0.000,0.007,23.387,21015.469,0.803,68.000
0.049,0.023,0.014,20.053,287290.812,9.329,68.000
0.046,0.001,0.007,20.449,207005.500,2.461,68.000
0.050,0.026,0.012,21.742,279173.344,6.841,68.000
0.046,0.001,0.007,21.190,187138.500,2.256,68.000
0.051,0.001,0.002,23.712,-8610.641,-0.082,68.000
0.051,0.015,0.012,22.014,233160.625,8.226,68.000
0.052,0.000,0.013,29.763,-9042.344,-1.357,68.000
0.048,0.026,0.013,21.165,295464.250,7.817,68.000
0.050,0.001,0.021,21.998,132055.688,1.848,68.000
0.041,0.001,0.009,20.209,156281.938,1.923,68.000
0.051,0.001,0.018,23.357,210645.469,2.809,68.000
0.054,0.000,0.021,21.208,-37373.516,-0.545,68.000
0.051,0.002,0.016,22.812,280775.844,4.418,68.000
0.044,0.001,0.009,22.204,119554.539,1.763,68.000
0.048,0.004,0.013,18.191,210390.438,6.476,68.000
0.045,0.002,0.017,21.230,259685.562,4.272,68.000
0.050,0.010,0.014,18.971,239842.031,6.553,68.000
0.049,0.002,0.009,19.913,250085.969,5.125,68.000
0.051,0.016,0.012,22.553,226061.688,7.779,68.000
0.051,0.004,0.014,17.368,238449.312,5.609,68.000
0.057,0.000,0.012,20.892,-37369.609,0.308,68.000
0.099,0.012,0.011,17.421,209492.969,7.964,68.000
0.056,0.001,0.020,22.984,88879.805,-0.162,68.000
0.050,0.003,0.009,18.902,277412.594,5.411,68.000
0.050,0.026,0.013,22.300,273707.000,9.419,68.000
0.047,0.000,0.020,23.841,23654.398,0.676,68.000
0.052,0.013,0.012,21.079,232220.094,8.973,68.000
0.058,0.001,0.006,20.779,147907.375,2.883,68.000
0.050,0.013,0.014,19.748,239133.344,7.858,68.000
0.053,0.001,0.006,22.670,158726.219,1.990,68.000
0.001,0.010,0.012,21.146,164513.750,6.467,68.000
0.048,0.011,0.011,22.374,255201.906,8.110,68.000
0.050,0.026,0.011,21.280,263175.750,6.303,68.000
0.057,0.001,0.020,19.992,172861.500,1.457,68.000
0.050,0.027,0.011,20.377,261440.562,5.870,68.000
0.054,0.001,0.012,23.369,260954.375,4.293,68.000
0.043,0.001,0.006,22.418,188174.000,1.797,68.000
0.048,0.002,0.007,20.377,205102.031,2.886,68.000
0.053,0.001,0.019,23.513,106204.492,0.964,68.000
0.049,0.009,0.012,21.634,231953.469,7.853,68.000
0.050,0.026,0.010,18.796,283702.500,5.438,68.000
0.053,0.000,0.020,22.499,10165.562,-1.262,68.000
0.051,0.002,0.010,19.082,273814.562,5.943,68.000
0.058,0.001,0.018,21.908,98252.836,1.102,68.000
0.050,0.023,0.011,20.376,257815.531,5.777,68.000
0.044,0.001,0.013,22.390,205029.531,4.203,68.000
0.049,0.010,0.013,21.471,225169.875,7.264,68.000
0.059,0.001,0.007,20.121,184402.750,2.694,68.000
0.053,0.001,0.012,23.388,265608.969,4.422,68.000
0.001,0.012,0.013,21.392,137984.000,7.621,68.000
0.039,0.000,0.012,21.150,15794.625,2.416,68.000
0.048,0.011,0.013,21.181,231168.562,6.939,68.000
0.048,0.001,0.016,25.114,226674.281,3.748,68.000
0.049,0.020,0.012,20.580,255628.000,7.939,68.000
0.050,0.025,0.014,21.368,281721.188,9.403,68.000
0.049,0.008,0.014,19.243,233299.906,6.311,68.000
0.100,0.013,0.011,19.296,-5852.547,8.820,68.000
0.057,0.001,0.008,21.330,183045.406,1.965,68.000
0.048,0.001,0.012,23.374,220123.094,4.926,68.000
0.050,0.009,0.014,19.188,235966.062,6.498,68.000
0.051,0.000,0.014,29.546,-16068.992,1.441,68.000
0.053,0.001,0.002,25.673,-86842.492,-0.927,68.000
0.052,0.006,0.013,17.924,239179.031,6.570,68.000
0.058,0.000,0.017,20.563,-27947.875,1.710,68.000
0.059,0.001,0.009,20.715,195421.156,0.604,68.000
0.050,0.002,0.018,21.546,270781.188,3.923,68.000
0.044,0.002,0.012,19.833,221022.906,5.046,68.000
0.049,0.003,0.012,20.661,243189.719,6.141,68.000
0.048,0.012,0.012,21.833,239284.781,8.521,68.000
0.002,0.011,0.012,21.095,173441.156,6.384,68.000
0.049,0.013,0.013,20.284,239560.625,7.645,68.000
0.046,0.001,0.010,19.406,227958.438,4.964,68.000
0.043,0.001,0.006,21.505,208631.156,2.188,68.000
0.047,0.001,0.004,23.701,145206.406,1.333,68.000
0.051,0.001,0.007,21.827,194559.094,2.545,68.000
0.055,0.001,0.008,22.512,201414.750,2.578,68.000
0.050,0.024,0.013,21.274,266462.750,9.225,68.000
0.059,0.000,0.010,21.110,32646.180,1.405,68.000
0.055,0.000,0.020,23.382,-22036.031,-0.324,68.000
0.059,0.001,0.018,19.002,178276.656,1.167,68.000
0.039,0.001,0.012,20.347,150436.281,1.136,68.000
0.047,0.000,0.011,30.035,-62070.500,-1.516,68.000
0.052,0.001,0.013,30.714,38088.508,0.677,68.000
0.050,0.002,0.018,22.180,252358.875,3.609,68.000
0.052,0.001,0.006,23.288,138842.000,1.731,68.000
0.050,0.001,0.002,22.503,106253.742,1.305,68.000
0.097,0.012,0.012,19.903,198466.531,7.595,68.000
0.045,0.000,0.015,28.208,-32404.047,-1.902,68.000
0.049,0.004,0.011,20.969,247965.344,6.407,68.000
0.044,0.000,0.011,24.880,17829.312,1.998,68.000
0.044,0.001,0.008,19.385,198794.031,2.239,68.000
0.049,0.006,0.010,18.980,271290.312,6.228,68.000
0.050,0.014,0.014,19.961,247472.562,7.927,68.000
0.049,0.007,0.010,19.337,269246.625,6.571,68.000
0.049,0.001,0.004,23.526,142140.469,1.681,68.000
0.050,0.000,0.009,33.055,-5295.742,2.008,68.000
0.057,0.000,0.012,22.036,4971.453,2.999,68.000
0.051,0.025,0.011,21.413,247520.188,5.833,68.000
0.049,0.020,0.012,20.741,259471.406,9.270,68.000
0.052,0.023,0.012,22.324,239132.031,8.232,68.000
0.055,0.001,0.011,23.110,220019.375,2.643,68.000
0.053,0.002,0.012,22.301,267455.250,4.629,68.000
0.051,0.000,0.014,29.380,31559.398,-1.078,68.000
0.050,0.003,0.012,20.001,253775.969,6.342,68.000
0.049,0.003,0.012,20.435,240357.344,6.248,68.000
0.051,0.000,0.022,22.883,29484.914,-0.402,68.000
0.044,0.001,0.016,24.097,134824.625,1.274,68.000
0.050,0.020,0.014,18.460,271611.688,8.914,68.000
0.050,0.023,0.010,19.691,268650.000,5.065,68.000
0.047,0.002,0.012,21.744,209300.500,5.777,68.000
0.045,0.001,0.018,21.863,241794.312,4.066,68.000
0.049,0.008,0.010,20.336,271717.000,6.939,68.000
0.053,0.001,0.019,23.893,102421.320,0.879,68.000
0.054,0.000,0.012,29.221,-60452.793,-0.981,68.000
0.042,0.000,0.006,24.216,-22332.867,2.246,68.000
0.053,0.001,0.011,24.289,190390.969,3.771,68.000
0.048,0.001,0.021,20.970,176146.312,2.585,68.000
0.051,0.007,0.011,19.253,263176.438,7.810,68.000
0.051,0.010,0.012,21.392,230668.094,8.299,68.000
0.050,0.001,0.017,21.823,271209.812,4.044,68.000
0.059,0.001,0.008,22.476,43271.539,1.713,68.000
0.052,0.000,0.005,23.052,-15941.289,1.128,68.000
0.044,0.000,0.020,21.484,-29344.953,2.035,68.000
0.042,0.001,0.012,20.386,188509.281,3.693,68.000
0.048,0.012,0.013,20.780,235360.219,7.118,68.000
0.050,0.023,0.014,20.643,266559.594,9.331,68.000
0.050,0.014,0.013,21.334,240855.969,8.693,68.000
0.042,0.001,0.014,18.315,208535.625,3.573,68.000
0.053,0.001,0.004,24.111,65672.805,1.817,68.000
0.049,0.016,0.014,20.697,252305.031,8.421,68.000
0.049,0.014,0.012,21.375,244328.094,8.827,68.000
0.052,0.000,0.017,25.179,8243.367,1.139,68.000
0.051,0.004,0.014,17.539,239914.375,5.599,68.000
0.054,0.001,0.008,23.730,185987.500,2.117,68.000
0.044,0.001,0.018,21.428,241971.969,3.998,68.000
0.049,0.014,0.012,21.449,236382.750,8.987,68.000
0.049,0.015,0.014,19.917,257062.688,8.557,68.000
0.051,0.004,0.012,19.352,257037.625,6.281,68.000
0.049,0.010,0.014,19.793,238331.844,6.135,68.000
0.048,0.016,0.013,22.123,227836.750,8.911,68.000
0.051,0.000,0.017,28.308,-27568.172,-0.422,68.000
0.051,0.020,0.014,19.270,248086.938,8.973,68.000
0.051,0.017,0.014,19.610,268884.031,7.817,68.000
0.051,0.003,0.009,18.662,278937.094,5.548,68.000
0.052,0.026,0.013,23.404,249888.094,9.180,68.000
0.056,0.000,0.017,23.619,-21431.094,-0.078,68.000
0.054,0.001,0.019,21.546,192485.781,2.530,68.000
0.047,0.001,0.002,21.527,142209.094,1.022,68.000
0.053,0.000,0.016,27.019,-6593.875,0.010,68.000
0.049,0.014,0.013,21.230,247510.219,8.733,68.000
0.058,0.000,0.014,21.464,-65441.680,1.343,68.000
0.052,0.010,0.013,20.907,225827.844,8.237,68.000
0.045,0.000,0.003,21.656,-36109.938,-0.421,68.000
0.051,0.001,0.022,21.888,86718.523,0.850,68.000
0.047,0.000,0.014,30.969,-21750.586,-1.783,68.000
0.051,0.013,0.012,21.224,235164.500,8.999,68.000
0.057,0.001,0.017,21.853,151221.625,1.327,68.000
0.050,0.004,0.014,17.011,234804.250,6.111,68.000
0.051,0.022,0.012,21.297,243675.062,8.332,68.000
0.048,0.000,0.007,20.325,48183.570,1.345,68.000
0.049,0.005,0.013,18.732,215199.844,6.446,68.000
0.052,0.000,0.012,29.592,18100.023,2.432,68.000
0.051,0.023,0.012,21.752,253662.188,8.188,68.000
0.050,0.015,0.012,21.862,223083.969,8.413,68.000
0.044,0.001,0.017,23.618,140535.688,1.194,68.000
0.049,0.002,0.016,22.365,288665.875,4.373,68.000
0.046,0.002,0.016,21.755,258697.562,4.629,68.000
0.048,0.005,0.010,19.245,264295.688,5.939,68.000
0.049,0.000,0.008,28.645,41289.711,2.087,68.000
0.050,0.003,0.014,18.415,237174.344,5.502,68.000
0.057,0.001,0.004,23.492,104094.961,2.980,68.000
0.041,0.000,0.016,22.528,61613.227,-0.025,68.000
0.049,0.025,0.010,18.986,281231.906,5.639,68.000
0.044,0.000,0.018,25.443,53405.086,-0.540,68.000
0.049,0.009,0.013,20.831,230188.969,7.002,68.000
0.051,0.024,0.013,21.995,252691.719,8.652,68.000
0.052,0.001,0.012,25.256,191688.562,3.895,68.000
0.054,0.001,0.017,26.864,47597.805,1.204,68.000
0.003,0.012,0.013,20.717,158692.219,7.364,68.000
0.049,0.000,0.016,27.570,122154.242,0.587,68.000
0.048,0.002,0.015,22.338,265807.562,4.631,68.000
0.051,0.009,0.013,20.411,226280.375,7.471,68.000
0.048,0.006,0.011,20.702,243103.969,6.686,68.000
0.048,0.001,0.007,21.807,190376.062,2.385,68.000
0.050,0.006,0.012,20.177,256325.344,7.775,68.000
0.048,0.001,0.012,22.931,231764.781,5.178,68.000
0.049,0.007,0.015,18.360,207147.094,5.655,68.000
0.048,0.004,0.012,20.330,213008.031,5.997,68.000
0.048,0.001,0.004,22.636,166461.094,2.025,68.000
0.051,0.010,0.010,20.571,284327.188,7.363,68.000
0.057,0.001,0.011,22.135,203182.500,1.515,68.000
0.049,0.001,0.004,25.898,2394.859,-0.617,68.000
0.049,0.024,0.014,20.411,290910.219,9.168,68.000
0.047,0.001,0.015,25.371,204483.938,3.528,68.000
0.052,0.009,0.011,20.380,258530.719,8.419,68.000
0.052,0.001,0.006,24.823,10552.992,0.374,68.000
0.047,0.000,0.021,23.524,-12651.680,-1.005,68.000
0.051,0.001,0.008,25.511,85358.070,0.956,68.000
0.050,0.018,0.012,22.351,230672.875,9.046,68.000
0.052,0.011,0.011,20.886,247137.312,8.176,68.000
0.050,0.012,0.013,21.100,236505.250,7.645,68.000
0.050,0.010,0.014,19.457,239169.281,6.685,68.000
0.050,0.021,0.014,18.851,270266.656,9.375,68.000
0.050,0.024,0.011,20.455,262931.250,5.312,68.000
0.043,0.002,0.013,20.868,204944.500,4.560,68.000
0.044,0.000,0.005,22.665,836.156,-0.155,68.000
0.049,0.000,0.006,22.121,3429.469,-1.283,68.000
0.048,0.015,0.013,20.654,249016.125,8.415,68.000
0.049,0.026,0.011,19.263,280316.281,5.871,68.000
0.051,0.007,0.013,19.235,238998.594,7.440,68.000
0.000,0.013,0.012,24.636,122968.102,8.837,68.000
0.052,0.004,0.011,18.724,281490.062,6.383,68.000
0.057,0.001,0.007,21.661,161929.719,2.258,68.000
0.042,0.001,0.008,22.063,139031.000,0.978,68.000
0.050,0.024,0.014,20.821,273371.594,9.385,68.000
0.053,0.001,0.013,27.296,149898.031,2.353,68.000
0.042,0.000,0.007,23.696,50614.289,0.012,68.000
0.058,0.001,0.013,21.337,234340.188,2.491,68.000
0.051,0.003,0.010,18.718,279691.656,5.797,68.000
0.045,0.001,0.013,23.888,184723.438,4.128,68.000
0.043,0.001,0.016,21.659,184977.344,2.503,68.000
0.051,0.004,0.010,18.442,293245.781,6.136,68.000
0.050,0.023,0.011,20.886,258992.250,5.917,68.000
0.052,0.001,0.006,24.747,51844.539,0.519,68.000
0.054,0.000,0.006,22.296,31906.633,1.538,68.000
0.044,0.001,0.016,20.561,262576.094,4.278,68.000
0.045,0.000,0.018,23.787,11504.297,-0.277,68.000
0.042,0.000,0.014,25.184,-18805.594,0.973,68.000
0.049,0.015,0.014,19.742,254074.375,8.354,68.000
0.050,0.008,0.010,19.878,266258.719,7.669,68.000
0.057,0.001,0.014,23.971,124379.352,1.620,68.000
0.045,0.002,0.009,18.798,218375.438,3.643,68.000
0.050,0.022,0.014,19.799,269513.750,9.162,68.000
0.049,0.010,0.012,22.066,229936.125,7.861,68.000
0.053,0.001,0.013,30.400,53082.383,0.629,68.000
0.052,0.001,0.016,26.132,138570.531,1.545,68.000
0.057,0.001,0.013,24.655,114279.336,0.550,68.000
0.056,0.000,0.004,23.446,94899.852,2.872,68.000
0.041,0.001,0.012,20.730,144652.594,1.820,68.000
0.051,0.022,0.013,21.633,236720.594,9.283,68.000
0.049,0.016,0.010,21.971,213576.344,7.922,68.000
0.049,0.010,0.013,21.252,226752.219,6.581,68.000
0.056,0.001,0.017,20.638,219954.906,2.811,68.000
0.051,0.014,0.012,21.017,227870.812,8.592,68.000
0.049,0.014,0.011,22.251,223492.000,8.922,68.000
0.052,0.001,0.002,23.803,12028.852,0.407,68.000
0.049,0.001,0.016,22.656,283482.938,4.439,68.000
0.052,0.013,0.012,21.099,229882.250,8.789,68.000
0.051,0.012,0.010,20.878,275630.281,7.449,68.000
0.100,0.012,0.012,20.251,-33401.062,8.599,68.000
0.098,0.012,0.011,17.487,209622.469,8.412,68.000
0.048,0.012,0.014,19.738,232022.750,6.471,68.000
0.052,0.001,0.013,31.009,45319.180,1.096,68.000
0.044,0.001,0.007,20.375,199375.031,1.984,68.000
0.041,0.001,0.011,20.200,148954.000,2.498,68.000
0.050,0.015,0.014,18.589,260826.031,7.928,68.000
0.053,0.001,0.015,23.150,239219.625,3.038,68.000
0.050,0.000,0.015,31.612,-10036.148,-1.442,68.000
0.051,0.003,0.012,19.486,249114.094,6.505,68.000
0.051,0.024,0.014,21.216,266404.000,9.383,68.000
0.048,0.003,0.011,20.840,242458.500,6.093,68.000
0.047,0.001,0.021,22.505,131521.250,1.394,68.000
0.050,0.000,0.006,21.368,16970.906,0.591,68.000
0.098,0.013,0.012,21.240,189329.125,7.705,68.000
0.047,0.001,0.007,23.685,111979.820,1.268,68.000
0.050,0.019,0.014,18.017,274154.438,8.845,68.000
0.049,0.021,0.013,20.176,265895.344,9.106,68.000
0.050,0.001,0.017,22.193,279406.938,4.274,68.000
0.049,0.017,0.010,21.800,216355.219,7.574,68.000
0.055,0.000,0.012,29.518,-109362.211,-0.720,68.000
0.051,0.016,0.010,22.002,230574.188,7.520,68.000
0.053,0.001,0.014,23.552,236532.062,3.632,68.000
0.050,0.025,0.010,18.812,283601.531,4.960,68.000
0.050,0.020,0.014,18.345,268873.781,8.965,68.000
0.050,0.012,0.013,20.605,234499.469,7.853,68.000
0.044,0.000,0.005,21.849,-7493.609,0.005,68.000
0.042,0.001,0.012,25.720,46310.570,-0.204,68.000
0.057,0.001,0.017,20.804,188964.781,1.776,68.000
0.055,0.000,0.016,25.596,13501.000,-0.556,68.000
0.042,0.000,0.010,24.952,25682.750,2.206,68.000
0.048,0.023,0.012,20.086,293452.656,8.112,68.000
0.055,0.001,0.014,24.061,213358.156,2.522,68.000
0.048,0.023,0.012,19.835,279116.000,7.264,68.000
0.051,0.024,0.010,20.465,256280.031,4.481,68.000
0.058,0.000,0.017,19.866,-23309.188,-0.004,68.000
0.048,0.000,0.020,25.436,49251.977,0.682,68.000
0.059,0.000,0.008,19.575,-66679.312,3.721,68.000
0.049,0.023,0.012,20.361,283979.094,7.622,68.000
0.048,0.009,0.013,20.498,229947.156,6.456,68.000
0.050,0.021,0.012,21.013,253625.594,8.327,68.000
0.049,0.017,0.012,22.932,224465.719,8.368,68.000
0.051,0.009,0.011,21.255,250557.719,8.694,68.000
0.043,0.001,0.020,20.123,189985.844,3.195,68.000
0.053,0.001,0.021,21.756,140980.156,1.506,68.000
0.051,0.013,0.013,20.504,241891.219,8.043,68.000
0.051,0.008,0.011,20.955,257554.094,8.601,68.000
0.047,0.001,0.009,22.072,172283.500,2.726,68.000
0.050,0.025,0.010,18.808,287208.250,5.216,68.000
0.051,0.001,0.017,22.505,272314.125,4.212,68.000
0.049,0.011,0.013,20.674,232234.375,6.240,68.000
0.050,0.026,0.011,20.656,270066.812,5.982,68.000
0.056,0.000,0.016,23.888,41570.430,-0.497,68.000
0.044,0.002,0.009,18.825,222687.000,4.545,68.000
0.055,0.001,0.008,24.272,134245.344,1.813,68.000
0.058,0.001,0.011,20.757,231538.906,1.942,68.000
0.048,0.023,0.012,19.427,288763.188,7.143,68.000
0.044,0.001,0.011,19.121,228010.375,5.330,68.000
0.051,0.001,0.011,23.914,214248.969,4.511,68.000
0.051,0.019,0.010,22.117,240955.625,6.442,68.000
0.048,0.023,0.011,18.991,281649.406,6.597,68.000
0.044,0.001,0.016,22.282,177339.688,2.050,68.000
0.049,0.009,0.012,21.751,229364.688,7.729,68.000
0.048,0.004,0.012,20.821,226681.719,5.821,68.000
0.050,0.013,0.014,19.447,243612.688,7.834,68.000
0.051,0.001,0.003,23.942,47168.836,0.925,68.000
0.044,0.001,0.005,23.223,144530.875,1.014,68.000
0.050,0.009,0.011,21.205,253562.500,8.520,68.000
0.043,0.001,0.020,19.809,198067.281,3.571,68.000
0.047,0.001,0.005,24.297,104812.617,0.704,68.000
0.098,0.012,0.012,21.438,185049.250,6.974,68.000
0.044,0.001,0.018,22.275,145231.031,1.511,68.000
0.047,0.002,0.011,20.006,249233.719,6.350,68.000
0.048,0.001,0.017,24.670,211704.125,3.308,68.000
0.049,0.002,0.007,20.397,210152.969,2.688,68.000
0.056,0.000,0.005,23.576,-16548.117,1.976,68.000
0.058,0.001,0.005,24.484,6267.383,3.003,68.000
0.049,0.007,0.013,19.640,228604.500,7.371,68.000
0.050,0.007,0.011,19.650,266199.906,7.657,68.000
0.046,0.001,0.019,22.099,232106.750,3.885,68.000
0.050,0.025,0.011,20.648,269942.844,5.942,68.000
0.049,0.016,0.011,22.086,219615.406,8.190,68.000
0.051,0.001,0.006,21.196,180619.062,2.846,68.000
0.049,0.007,0.014,18.976,223586.094,6.641,68.000
0.050,0.014,0.013,20.404,246614.875,7.923,68.000
0.050,0.009,0.011,21.716,245951.156,8.563,68.000
0.051,0.025,0.011,22.011,247636.688,6.696,68.000
0.048,0.002,0.010,19.578,248946.094,5.271,68.000
0.048,0.002,0.012,20.641,216160.156,6.244,68.000
0.058,0.001,0.006,23.640,61557.945,2.607,68.000
0.050,0.008,0.013,19.672,227370.938,7.285,68.000
0.054,0.001,0.017,22.897,219029.875,2.673,68.000
0.050,0.010,0.014,18.605,237383.906,6.544,68.000
0.048,0.020,0.012,20.241,257606.938,8.448,68.000
0.051,0.000,0.007,24.367,6169.711,-0.934,68.000
0.049,0.003,0.014,18.820,228850.219,6.211,68.000
0.051,0.001,0.020,23.565,93794.570,0.911,68.000
0.047,0.001,0.015,24.672,210009.594,3.926,68.000
0.059,0.001,0.011,20.346,220169.531,1.626,68.000
0.048,0.023,0.011,18.841,284857.938,6.402,68.000
0.049,0.008,0.013,19.677,226827.875,7.124,68.000
0.052,0.001,0.006,22.596,160024.688,2.047,68.000
0.052,0.000,0.018,23.425,40898.977,-0.640,68.000
0.049,0.002,0.005,20.835,191451.000,3.435,68.000
0.054,0.000,0.019,21.574,-14078.766,0.727,68.000
0.050,0.011,0.014,18.927,240801.062,6.568,68.000
0.045,0.001,0.014,23.724,171645.969,3.755,68.000
0.049,0.019,0.014,18.064,279359.750,9.169,68.000
0.057,0.001,0.020,20.211,161390.094,1.223,68.000
0.041,0.000,0.014,19.351,103434.492,0.920,68.000
0.053,0.000,0.013,29.529,2652.797,2.454,68.000
0.050,0.013,0.013,20.962,244344.625,8.586,68.000
0.048,0.018,0.013,21.244,251092.438,9.766,68.000
0.051,0.025,0.010,20.134,269033.094,4.684,68.000
0.048,0.001,0.009,26.935,23053.336,0.055,68.000
0.042,0.001,0.012,21.445,158511.656,2.988,68.000
0.051,0.027,0.012,27.135,191124.406,7.500,68.000
0.048,0.002,0.008,20.108,225494.500,3.279,68.000
0.042,0.001,0.017,21.808,98695.914,0.632,68.000
0.048,0.001,0.004,24.724,94353.602,0.713,68.000
0.045,0.001,0.008,20.815,182138.219,2.212,68.000
0.052,0.015,0.013,21.788,238802.969,7.913,68.000
0.042,0.000,0.009,19.621,11856.883,-0.197,68.000
0.051,0.023,0.010,20.557,255553.125,4.491,68.000
0.045,0.001,0.019,23.100,183610.625,2.709,68.000
0.050,0.025,0.014,21.662,281114.875,9.352,68.000
0.050,0.021,0.012,21.596,250383.406,7.733,68.000
0.048,0.011,0.012,21.363,231333.500,7.126,68.000
0.051,0.023,0.010,20.307,265367.844,4.572,68.000
0.040,0.001,0.009,23.065,50941.383,-0.258,68.000
0.045,0.002,0.015,21.070,255732.188,4.460,68.000
0.055,0.001,0.006,21.320,175308.281,2.754,68.000
0.043,0.001,0.007,21.008,169403.156,1.282,68.000
0.055,0.002,0.007,21.808,199296.906,2.773,68.000
