X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.044,0.001,0.006,22.133,180723.406,1.739,68.000
0.047,0.002,0.012,21.346,217944.344,5.921,68.000
0.060,0.000,0.015,20.056,67919.945,0.360,68.000
0.049,0.006,0.010,18.907,279074.250,5.785,68.000
0.049,0.005,0.013,17.905,211215.281,6.410,68.000
0.051,0.015,0.011,22.308,216790.062,8.086,68.000
0.050,0.013,0.010,21.944,244850.969,7.951,68.000
0.050,0.008,0.011,20.723,259251.000,8.109,68.000
0.048,0.012,0.011,22.122,236336.281,8.669,68.000
0.050,0.000,0.004,21.619,-37192.844,0.336,68.000
0.048,0.016,0.011,22.161,215013.812,8.245,68.000
0.053,0.000,0.013,29.693,-27079.594,1.941,68.000
0.039,0.000,0.014,19.479,114990.570,2.128,68.000
0.049,0.004,0.014,17.470,224678.156,5.475,68.000
0.050,0.001,0.013,29.068,124945.242,2.730,68.000
0.050,0.016,0.014,18.493,266015.406,7.828,68.000
0.045,0.000,0.012,25.795,-20780.234,-1.833,68.000
0.098,0.012,0.014,22.948,167209.188,5.112,68.000
0.059,0.001,0.008,20.472,170945.344,2.084,68.000
0.048,0.013,0.013,20.930,243106.156,7.698,68.000
0.049,0.019,0.011,20.874,250652.531,7.592,68.000
0.059,0.001,0.010,22.302,55803.320,1.843,68.000
0.050,0.009,0.009,20.150,290833.750,6.834,68.000
0.052,0.005,0.011,18.312,287559.844,6.531,68.000
0.048,0.021,0.012,19.964,272684.250,8.672,68.000
0.056,0.002,0.008,21.273,206371.906,3.059,68.000
0.049,0.008,0.011,20.910,258507.750,7.934,68.000
0.050,0.017,0.011,22.271,219894.375,7.722,68.000
0.056,0.002,0.016,20.914,236192.750,3.104,68.000
0.047,0.001,0.017,26.747,105618.805,0.670,68.000
0.050,0.001,0.012,22.899,230813.250,5.109,68.000
0.042,0.001,0.011,26.293,14698.273,-0.030,68.000
0.055,0.000,0.020,24.117,-86071.844,2.238,68.000
0.048,0.005,0.010,19.216,263166.375,6.030,68.000
0.043,0.000,0.015,23.082,101572.242,-0.683,68.000
0.051,0.010,0.012,21.269,244352.812,8.459,68.000
0.050,0.020,0.014,18.138,269058.281,9.077,68.000
0.057,0.001,0.008,21.049,202390.000,2.403,68.000
0.002,0.013,0.013,20.775,167777.875,7.933,68.000
0.043,0.001,0.014,20.104,191760.094,2.930,68.000
0.050,0.005,0.011,18.973,281835.969,6.236,68.000
0.045,0.000,0.006,24.591,38712.164,-1.327,68.000
0.047,0.002,0.016,22.087,263992.094,4.668,68.000
0.055,0.000,0.018,22.398,4609.367,-1.140,68.000
0.098,0.014,0.012,21.074,187507.250,7.762,68.000
0.051,0.019,0.014,18.498,262875.750,8.982,68.000
0.042,0.001,0.009,20.037,177297.562,1.856,68.000
0.050,0.001,0.019,23.638,163354.375,2.009,68.000
0.055,0.001,0.010,27.498,44135.148,0.862,68.000
0.050,0.010,0.014,19.232,238329.688,6.546,68.000
0.098,0.012,0.014,21.980,178077.750,4.979,68.000
0.050,0.023,0.014,20.010,271892.188,9.378,68.000
0.049,0.001,0.014,23.652,228107.375,4.270,68.000
0.050,0.003,0.014,18.547,240871.750,6.161,68.000
0.051,0.025,0.012,22.760,256236.094,7.340,68.000
0.054,0.000,0.007,22.661,70429.477,1.339,68.000
0.041,0.001,0.017,20.921,89480.086,0.746,68.000
0.048,0.008,0.011,21.757,239890.344,7.645,68.000
0.056,0.000,0.014,25.051,-25319.352,0.286,68.000
0.049,0.013,0.011,21.947,225998.438,8.824,68.000
0.051,0.009,0.011,21.049,255676.906,8.615,68.000
0.052,0.001,0.005,25.831,-38642.820,-0.238,68.000
0.051,0.025,0.013,22.857,259073.750,8.754,68.000
0.051,0.017,0.010,22.266,229288.750,6.638,68.000
0.050,0.021,0.010,21.479,255980.938,5.921,68.000
0.051,0.023,0.011,21.000,244571.312,4.790,68.000
0.051,0.026,0.011,22.606,246471.719,7.106,68.000
0.051,0.024,0.011,21.202,255907.906,5.677,68.000
0.051,0.014,0.014,20.046,253036.688,8.087,68.000
0.052,0.001,0.014,22.291,241366.625,4.017,68.000
0.053,0.000,0.007,22.796,33017.320,0.119,68.000
0.044,0.001,0.011,18.875,223330.500,5.558,68.000
0.043,0.001,0.007,20.170,199005.875,1.884,68.000
0.053,0.002,0.018,22.184,242688.469,3.373,68.000
0.041,0.000,0.017,23.486,-5887.352,1.205,68.000
0.043,0.001,0.017,21.459,140747.969,1.278,68.000
0.003,0.013,0.013,20.276,171516.719,7.819,68.000
0.044,0.001,0.017,20.003,253321.344,4.030,68.000
0.052,0.001,0.009,23.255,185410.531,3.208,68.000
0.050,0.000,0.011,25.122,14918.664,-0.546,68.000
0.055,0.000,0.015,25.978,-49349.504,-1.034,68.000
0.052,0.016,0.013,20.194,262958.375,7.813,68.000
0.057,0.001,0.008,23.167,103760.133,1.634,68.000
0.051,0.006,0.010,18.579,281743.625,6.685,68.000
0.049,0.001,0.019,22.689,223813.594,3.428,68.000
0.051,0.016,0.013,22.464,229718.594,8.330,68.000
0.052,0.008,0.013,19.506,226977.312,6.916,68.000
0.046,0.000,0.017,25.714,41897.602,0.171,68.000
0.050,0.006,0.013,18.133,231407.594,6.902,68.000
0.049,0.014,0.014,19.114,254719.781,7.986,68.000
0.048,0.007,0.012,21.702,231463.781,7.345,68.000
0.052,0.001,0.010,23.619,197747.406,4.133,68.000
0.041,0.001,0.013,19.636,194409.938,3.213,68.000
0.043,0.000,0.017,23.880,58171.023,-0.922,68.000
0.099,0.013,0.011,18.491,205027.500,8.708,68.000
0.050,0.000,0.003,24.547,-36204.797,0.457,68.000
0.048,0.002,0.010,19.349,254726.812,5.571,68.000
0.051,0.022,0.011,22.375,232975.031,5.796,68.000
0.050,0.004,0.013,18.062,238209.406,6.655,68.000
0.050,0.007,0.013,18.835,225345.906,7.091,68.000
0.052,0.014,0.013,21.250,248557.281,8.141,68.000
0.053,0.002,0.010,20.998,248126.625,5.181,68.000
0.051,0.017,0.013,20.275,264910.594,7.938,68.000
0.055,0.001,0.012,23.302,268689.688,4.196,68.000
0.098,0.012,0.012,18.916,207337.969,7.515,68.000
0.048,0.002,0.010,19.425,257667.469,5.789,68.000
0.049,0.016,0.012,22.031,221123.000,8.431,68.000
0.050,0.021,0.014,18.873,272241.812,9.317,68.000
0.057,0.000,0.009,23.889,25602.625,2.305,68.000
0.048,0.003,0.011,19.971,248550.031,6.063,68.000
0.052,0.001,0.008,22.426,210839.312,2.884,68.000
0.052,0.026,0.011,21.396,248147.938,6.015,68.000
0.049,0.012,0.014,19.625,235529.031,6.616,68.000
0.055,0.001,0.019,21.310,185484.875,2.301,68.000
0.053,0.000,0.019,22.046,-15269.250,1.684,68.000
0.056,0.002,0.007,21.485,201625.656,3.089,68.000
0.052,0.018,0.013,20.795,244310.562,8.246,68.000
0.046,0.000,0.019,23.852,71407.883,-0.597,68.000
0.041,0.001,0.014,19.543,151630.375,2.400,68.000
0.045,0.000,0.008,28.514,12650.492,1.870,68.000
0.051,0.001,0.001,24.082,-24277.789,-0.224,68.000
0.048,0.000,0.015,29.330,17665.203,-0.362,68.000
0.048,0.003,0.012,20.689,227477.750,6.014,68.000
0.049,0.001,0.020,21.270,195620.250,2.894,68.000
0.051,0.007,0.012,20.284,257846.219,8.127,68.000
0.045,0.002,0.010,19.069,232245.188,4.970,68.000
0.050,0.013,0.012,21.432,230673.062,9.007,68.000
0.057,0.000,0.016,21.799,-9187.914,1.137,68.000
0.051,0.001,0.008,22.085,207035.781,2.751,68.000
0.043,0.001,0.007,23.029,111187.711,0.715,68.000
0.046,0.000,0.009,26.921,476.891,2.021,68.000
0.051,0.001,0.011,29.540,28401.852,1.010,68.000
0.002,0.012,0.012,20.769,183592.344,6.990,68.000
0.048,0.007,0.013,19.641,210655.812,6.699,68.000
0.048,0.000,0.004,22.319,-30500.297,-0.587,68.000
0.047,0.000,0.019,23.951,81633.086,-1.467,68.000
0.098,0.011,0.011,16.640,219792.750,8.268,68.000
0.042,0.001,0.017,18.785,228279.000,4.015,68.000
0.002,0.012,0.013,20.985,131492.031,7.759,68.000
0.049,0.016,0.014,20.835,249317.719,8.551,68.000
0.045,0.001,0.011,20.053,236946.188,5.683,68.000
0.044,0.001,0.017,21.461,225384.531,3.527,68.000
0.050,0.001,0.001,21.951,97785.883,1.201,68.000
0.098,0.012,0.012,19.704,204249.594,7.546,68.000
0.055,0.001,0.010,22.994,232809.938,3.208,68.000
0.056,0.001,0.007,24.512,58027.820,1.710,68.000
0.041,0.001,0.015,18.521,187616.219,3.047,68.000
0.051,0.001,0.017,23.517,228850.688,3.243,68.000
0.043,0.000,0.011,23.964,-23844.789,-1.461,68.000
0.050,0.025,0.013,21.813,280145.812,9.159,68.000
0.050,0.000,0.006,22.040,3810.773,-0.141,68.000
0.051,0.015,0.011,22.272,222666.219,8.006,68.000
0.051,0.000,0.014,32.209,-6399.000,-0.697,68.000
0.057,0.000,0.006,22.818,-14233.477,3.682,68.000
0.050,0.024,0.013,21.340,273869.594,8.263,68.000
0.058,0.001,0.012,21.472,220641.656,2.276,68.000
0.045,0.001,0.017,21.965,238472.594,3.707,68.000
0.051,0.001,0.009,21.408,243223.031,4.940,68.000
0.050,0.024,0.014,21.035,272287.312,9.428,68.000
0.054,0.001,0.021,21.326,137762.312,1.336,68.000
0.047,0.002,0.017,21.869,277177.750,4.490,68.000
0.042,0.001,0.018,20.426,181851.562,3.094,68.000
0.050,0.014,0.014,19.215,257617.375,7.773,68.000
0.055,0.002,0.009,22.087,215585.125,3.096,68.000
0.052,0.011,0.013,20.400,227677.031,7.555,68.000
0.051,0.008,0.013,19.723,225344.250,7.035,68.000
0.044,0.001,0.018,22.598,160455.719,1.891,68.000
0.045,0.002,0.018,21.728,254720.969,4.290,68.000
0.057,0.001,0.005,21.940,144958.688,3.639,68.000
0.050,0.007,0.012,20.559,263518.625,8.310,68.000
0.050,0.015,0.010,22.001,214106.625,8.203,68.000
0.051,0.019,0.012,22.187,234752.062,7.663,68.000
0.048,0.002,0.007,20.490,202032.250,2.867,68.000
0.049,0.027,0.012,21.971,253583.656,6.666,68.000
0.045,0.001,0.006,24.573,74551.445,0.394,68.000
0.049,0.025,0.013,21.451,289459.719,8.962,68.000
0.049,0.022,0.010,20.133,273501.438,5.721,68.000
0.055,0.001,0.012,24.220,236291.906,2.958,68.000
0.059,0.001,0.008,20.790,117197.086,1.535,68.000
0.050,0.000,0.015,29.140,10013.266,0.937,68.000
0.050,0.016,0.014,20.194,260042.719,8.178,68.000
0.049,0.006,0.012,20.946,247835.875,7.775,68.000
0.056,0.000,0.014,25.363,27181.539,-0.423,68.000
0.049,0.004,0.011,20.229,261246.469,6.425,68.000
0.043,0.001,0.018,21.946,176459.344,2.320,68.000
0.050,0.021,0.011,20.698,260436.938,5.975,68.000
0.054,0.000,0.016,27.331,28562.039,-0.534,68.000
0.046,0.000,0.014,32.220,-37260.969,-0.296,68.000
0.001,0.012,0.012,21.125,169633.688,7.336,68.000
0.050,0.012,0.012,21.733,236125.906,8.416,68.000
0.051,0.018,0.013,20.884,251692.375,8.225,68.000
0.049,0.001,0.010,25.223,107699.883,2.576,68.000
0.051,0.016,0.014,19.394,266050.812,7.981,68.000
0.042,0.001,0.015,19.844,180889.000,2.639,68.000
0.050,0.018,0.013,20.548,260074.281,8.475,68.000
0.047,0.000,0.013,29.851,26291.172,0.239,68.000
0.052,0.002,0.012,20.581,265240.688,5.329,68.000
0.057,0.000,0.019,21.105,-11602.484,-1.339,68.000
0.052,0.001,0.019,22.033,200107.438,2.757,68.000
0.052,0.026,0.011,22.673,236780.781,6.749,68.000
0.046,0.001,0.012,28.929,2794.312,0.133,68.000
0.050,0.024,0.013,21.333,267628.562,8.475,68.000
0.050,0.001,0.008,21.642,207575.688,2.608,68.000
0.048,0.014,0.012,21.794,228955.125,9.317,68.000
0.050,0.007,0.013,19.981,246167.688,8.042,68.000
0.049,0.003,0.010,19.391,270511.375,5.936,68.000
0.048,0.020,0.011,20.086,268561.938,7.588,68.000
0.051,0.014,0.011,21.297,223604.344,8.279,68.000
0.052,0.000,0.017,29.045,20050.898,-1.347,68.000
0.051,0.006,0.013,18.720,228173.188,6.876,68.000
0.050,0.010,0.013,20.225,234915.906,6.819,68.000
0.051,0.009,0.013,20.886,224168.406,7.857,68.000
0.050,0.024,0.011,20.162,266522.469,5.598,68.000
0.051,0.005,0.010,18.539,289655.531,5.806,68.000
0.041,0.000,0.018,21.587,9951.703,-0.225,68.000
0.051,0.005,0.009,18.275,294832.875,5.676,68.000
0.054,0.002,0.012,22.561,271018.906,4.542,68.000
0.048,0.002,0.013,20.817,221121.719,6.369,68.000
0.052,0.002,0.011,20.037,271297.875,5.815,68.000
0.051,0.011,0.012,21.431,232128.781,8.333,68.000
0.099,0.012,0.012,20.677,198746.719,7.513,68.000
0.049,0.000,0.001,20.661,19175.844,1.102,68.000
0.049,0.007,0.014,18.379,212028.156,5.960,68.000
0.047,0.002,0.013,21.637,205501.719,6.028,68.000
0.051,0.005,0.013,19.223,245525.062,6.787,68.000
0.051,0.001,0.008,21.719,215469.500,2.934,68.000
0.045,0.000,0.018,27.374,-27328.578,-0.894,68.000
0.055,0.002,0.015,21.921,228719.000,2.930,68.000
0.052,0.001,0.011,29.518,71853.023,1.807,68.000
0.048,0.019,0.014,19.180,274055.219,9.651,68.000
0.050,0.004,0.015,17.651,220818.281,5.130,68.000
0.048,0.025,0.010,18.559,287973.188,6.149,68.000
0.052,0.010,0.012,20.715,246566.531,8.370,68.000
0.050,0.008,0.012,21.398,257395.969,8.559,68.000
0.050,0.011,0.010,21.735,275882.656,7.241,68.000
0.049,0.016,0.013,22.052,241197.219,8.893,68.000
0.051,0.007,0.011,19.775,266542.719,7.949,68.000
0.050,0.013,0.013,20.628,240310.281,8.386,68.000
0.051,0.000,0.004,24.950,-89228.305,0.311,68.000
0.052,0.013,0.013,20.555,244100.250,8.307,68.000
0.056,0.001,0.014,26.109,75868.586,0.718,68.000
0.055,0.000,0.007,22.479,63574.742,3.446,68.000
0.052,0.007,0.013,18.696,246137.531,7.205,68.000
0.057,0.001,0.017,22.235,105065.055,0.812,68.000
0.044,0.001,0.019,22.055,181276.812,2.351,68.000
0.050,0.012,0.010,21.750,273046.969,7.469,68.000
0.050,0.025,0.012,21.619,271110.125,6.680,68.000
0.056,0.000,0.009,28.545,566.531,3.349,68.000
0.052,0.007,0.010,18.691,274624.281,7.049,68.000
0.042,0.000,0.005,23.649,106897.008,0.282,68.000
0.049,0.007,0.013,20.256,221498.594,7.340,68.000
0.055,0.001,0.013,25.275,208718.219,2.934,68.000
0.051,0.014,0.010,21.186,245814.281,7.475,68.000
0.039,0.001,0.011,21.383,117520.148,0.802,68.000
0.048,0.017,0.012,22.715,222933.438,8.828,68.000
0.055,0.000,0.014,26.120,-67691.594,0.271,68.000
0.049,0.025,0.014,21.005,297999.781,9.183,68.000
0.048,0.002,0.014,21.047,235079.250,5.769,68.000
0.052,0.006,0.011,18.884,261898.594,7.635,68.000
0.048,0.012,0.012,21.303,236541.781,7.611,68.000
0.046,0.002,0.017,21.485,268143.844,4.524,68.000
0.047,0.000,0.018,27.265,36964.117,0.708,68.000
0.049,0.008,0.014,19.072,230860.719,6.382,68.000
0.056,0.002,0.013,23.004,255575.156,3.284,68.000
0.050,0.000,0.009,26.361,-59436.734,0.175,68.000
0.049,0.001,0.007,22.867,166300.188,2.233,68.000
0.049,0.006,0.010,18.827,274693.656,5.650,68.000
0.049,0.002,0.018,21.961,249142.938,3.567,68.000
0.048,0.009,0.010,21.915,265398.719,7.819,68.000
0.053,0.001,0.017,24.283,191693.125,2.252,68.000
0.051,0.001,0.014,26.299,174391.188,2.988,68.000
0.042,0.001,0.010,23.738,53414.055,0.073,68.000
0.051,0.004,0.014,17.676,237745.188,5.371,68.000
0.049,0.000,0.008,23.453,2273.992,-0.393,68.000
0.050,0.008,0.011,20.819,259816.750,8.422,68.000
0.054,0.001,0.007,22.857,155285.125,1.937,68.000
0.051,0.008,0.011,20.717,259231.219,8.514,68.000
0.049,0.001,0.021,21.912,136480.875,1.951,68.000
0.045,0.001,0.020,21.807,164565.469,2.285,68.000
0.100,0.012,0.013,19.140,58016.727,9.329,68.000
0.041,0.001,0.017,21.758,79379.617,-0.015,68.000
0.048,0.000,0.022,21.993,-63518.219,-1.110,68.000
0.051,0.004,0.010,18.300,293160.250,5.887,68.000
0.051,0.001,0.020,22.720,174080.531,2.522,68.000
0.048,0.022,0.013,19.922,276484.844,9.511,68.000
0.045,0.000,0.010,30.662,-1440.469,1.066,68.000
0.042,0.000,0.017,21.768,36832.852,-0.410,68.000
0.098,0.011,0.012,18.871,207306.250,7.092,68.000
0.052,0.007,0.011,19.290,263134.469,7.945,68.000
0.099,0.012,0.013,22.247,178528.125,4.980,68.000
0.049,0.026,0.010,18.751,284483.031,6.193,68.000
0.055,0.002,0.012,22.548,267642.469,3.958,68.000
0.050,0.022,0.014,20.046,263528.438,9.226,68.000
0.050,0.000,0.004,23.275,-46290.664,-0.290,68.000
0.048,0.013,0.011,22.124,232577.562,8.664,68.000
0.050,0.015,0.011,22.264,216661.625,8.228,68.000
0.048,0.001,0.021,21.809,168898.000,2.219,68.000
0.045,0.002,0.006,20.247,216774.281,2.538,68.000
0.049,0.008,0.013,20.861,223695.438,7.598,68.000
0.044,0.001,0.009,24.771,26845.008,0.205,68.000
0.050,0.009,0.010,20.852,266878.125,8.068,68.000
0.049,0.007,0.010,19.032,263218.625,6.845,68.000
0.056,0.001,0.008,22.196,202681.688,2.764,68.000
0.048,0.001,0.006,21.530,190692.844,2.764,68.000
0.050,0.019,0.010,21.317,241341.656,6.703,68.000
0.048,0.008,0.012,21.896,228324.625,7.627,68.000
0.049,0.016,0.011,22.110,212227.156,7.854,68.000
0.047,0.001,0.009,24.183,102933.852,1.901,68.000
0.055,0.001,0.018,21.386,197221.562,2.526,68.000
0.055,0.001,0.012,28.064,69352.008,0.882,68.000
0.002,0.012,0.012,20.110,198203.375,6.894,68.000
0.050,0.019,0.013,18.971,272299.844,9.206,68.000
0.050,0.014,0.012,21.976,225740.438,8.820,68.000
0.051,0.010,0.011,21.282,249996.344,8.668,68.000
0.041,0.000,0.018,22.239,89341.414,0.081,68.000
0.052,0.018,0.010,23.012,233028.875,6.456,68.000
0.041,0.001,0.010,21.003,108307.242,1.358,68.000
0.050,0.006,0.010,18.711,280197.219,6.472,68.000
0.002,0.014,0.012,19.892,208922.125,7.394,68.000
0.051,0.026,0.012,22.956,250349.125,7.496,68.000
0.052,0.000,0.018,28.415,-75889.688,0.306,68.000
0.045,0.001,0.002,22.993,75770.352,-0.540,68.000
0.049,0.015,0.012,22.185,219459.156,8.869,68.000
0.049,0.005,0.012,20.319,220669.500,6.157,68.000
0.042,0.000,0.007,24.000,54063.805,0.106,68.000
0.050,0.009,0.009,20.472,290538.688,7.030,68.000
0.046,0.001,0.017,25.009,126856.102,0.961,68.000
0.055,0.000,0.017,22.932,10794.156,0.627,68.000
0.051,0.000,0.020,25.168,34814.617,0.097,68.000
0.040,0.001,0.012,19.436,181392.375,1.971,68.000
0.045,0.000,0.017,23.506,176554.688,2.084,68.000
0.056,0.001,0.016,22.050,206688.469,2.487,68.000
0.051,0.017,0.014,17.959,272036.812,7.891,68.000
0.050,0.019,0.013,19.169,269236.062,8.752,68.000
0.048,0.001,0.013,22.439,232084.938,5.627,68.000
0.001,0.013,0.012,20.836,189549.750,7.371,68.000
0.043,0.001,0.018,20.372,213492.406,3.686,68.000
0.048,0.020,0.013,19.260,275464.438,10.026,68.000
0.049,0.005,0.014,17.668,217561.375,6.313,68.000
0.050,0.005,0.013,18.152,229805.562,6.638,68.000
0.052,0.000,0.003,24.707,-89158.297,-0.275,68.000
0.049,0.015,0.010,21.582,211265.469,8.141,68.000
0.042,0.001,0.015,18.767,222142.438,3.761,68.000
0.098,0.011,0.011,17.045,213179.688,8.152,68.000
0.050,0.014,0.014,18.807,258559.688,7.602,68.000
0.049,0.025,0.014,20.852,299042.438,9.147,68.000
0.059,0.001,0.017,18.498,183094.062,1.294,68.000
0.048,0.025,0.013,20.359,292984.062,8.786,68.000
0.049,0.005,0.012,20.237,229936.531,6.287,68.000
0.056,0.001,0.015,24.858,81811.930,1.368,68.000
0.058,0.000,0.009,22.095,22232.562,1.961,68.000
0.049,0.000,0.012,29.424,-10092.828,-1.518,68.000
0.049,0.011,0.010,22.242,280758.594,7.171,68.000
0.052,0.025,0.011,22.773,243116.531,6.938,68.000
0.051,0.000,0.012,29.618,-67999.141,-1.310,68.000
0.051,0.010,0.012,21.421,244230.844,8.386,68.000
0.057,0.001,0.015,21.295,152831.156,1.850,68.000
0.052,0.009,0.011,20.264,256009.531,8.402,68.000
0.048,0.027,0.011,24.233,255452.375,5.085,68.000
0.048,0.018,0.013,22.311,232207.812,9.398,68.000
0.051,0.001,0.021,22.513,100743.930,1.042,68.000
0.050,0.025,0.011,20.863,275159.250,6.196,68.000
0.049,0.022,0.012,20.723,265230.438,8.219,68.000
0.051,0.019,0.011,22.092,237203.594,6.778,68.000
0.045,0.000,0.010,30.401,-22897.312,1.446,68.000
0.049,0.013,0.013,20.792,244913.688,7.980,68.000
0.044,0.001,0.019,20.631,211470.875,3.470,68.000
0.046,0.000,0.010,24.485,-30345.719,-0.266,68.000
0.058,0.001,0.010,20.829,218013.406,1.225,68.000
0.048,0.014,0.010,22.658,226446.625,8.305,68.000
0.051,0.001,0.007,21.774,178132.969,2.234,68.000
0.052,0.007,0.011,18.921,263042.062,7.659,68.000
0.050,0.019,0.012,21.618,245694.156,8.147,68.000
0.051,0.026,0.012,22.920,263092.094,8.185,68.000
0.060,0.001,0.013,21.422,100163.617,0.007,68.000
0.048,0.005,0.012,20.708,225917.812,6.159,68.000
0.045,0.002,0.011,19.335,243291.438,6.144,68.000
0.052,0.018,0.013,19.833,258136.906,8.106,68.000
0.045,0.001,0.017,21.641,257388.750,4.325,68.000
0.048,0.025,0.014,20.622,297895.875,9.073,68.000
0.098,0.011,0.011,17.201,216341.906,8.019,68.000
0.051,0.013,0.013,21.007,235295.312,8.841,68.000
0.049,0.000,0.020,24.014,132334.719,1.613,68.000
0.050,0.000,0.008,25.675,18417.414,-0.960,68.000
0.052,0.001,0.006,24.587,78022.664,0.861,68.000
0.049,0.002,0.006,20.785,187340.094,2.813,68.000
0.052,0.016,0.011,22.992,222072.562,7.177,68.000
0.052,0.001,0.021,22.030,127198.227,1.026,68.000
0.041,0.001,0.015,21.348,70836.289,-0.035,68.000
0.045,0.001,0.019,22.237,223231.969,3.769,68.000
0.047,0.001,0.006,23.527,150588.969,1.806,68.000
0.048,0.006,0.013,18.605,205422.000,6.339,68.000
0.043,0.001,0.004,21.580,196038.188,1.591,68.000
0.054,0.002,0.011,21.701,267232.844,4.744,68.000
0.052,0.022,0.013,22.027,231952.125,9.032,68.000
0.057,0.000,0.016,25.582,1383.297,0.635,68.000
0.056,0.001,0.007,21.507,199002.125,2.892,68.000
0.049,0.010,0.012,22.356,234195.312,8.165,68.000
0.057,0.001,0.007,21.761,167579.281,2.239,68.000
0.047,0.001,0.017,22.766,245389.188,4.042,68.000
0.049,0.006,0.014,17.780,217318.094,6.466,68.000
0.049,0.001,0.012,23.782,210820.594,4.841,68.000
0.050,0.014,0.014,19.105,259877.938,7.740,68.000
0.049,0.003,0.012,20.182,227192.625,6.257,68.000
0.044,0.000,0.006,25.483,3606.977,1.711,68.000
0.053,0.000,0.020,23.762,-12348.719,0.213,68.000
0.041,0.001,0.016,18.872,174122.062,3.182,68.000
0.053,0.001,0.012,25.982,188837.688,3.006,68.000
0.050,0.013,0.013,20.036,240219.719,7.839,68.000
0.049,0.010,0.010,21.964,268163.750,7.714,68.000
0.049,0.003,0.011,19.587,267333.938,6.180,68.000
0.052,0.000,0.009,25.189,47263.461,2.248,68.000
0.051,0.013,0.014,19.369,235518.250,7.804,68.000
0.053,0.001,0.011,31.250,-5463.438,0.359,68.000
0.051,0.001,0.016,25.313,194518.625,3.283,68.000
0.055,0.001,0.014,25.642,106893.773,0.770,68.000
0.041,0.000,0.009,23.300,-34405.086,2.430,68.000
0.050,0.025,0.010,19.123,282833.688,4.937,68.000
0.053,0.000,0.003,22.852,-30834.391,1.047,68.000
0.049,0.003,0.011,20.573,261022.125,6.307,68.000
0.050,0.012,0.010,21.838,263688.594,7.569,68.000
0.052,0.000,0.019,25.529,23246.883,-0.527,68.000
0.050,0.022,0.014,20.254,266725.656,9.174,68.000
0.045,0.000,0.013,30.453,-58585.781,-2.704,68.000
0.056,0.000,0.011,22.073,-45626.844,0.720,68.000
0.049,0.027,0.012,22.461,262444.625,7.422,68.000
0.042,0.001,0.014,22.288,85270.086,-0.121,68.000
0.043,0.000,0.010,24.068,-25370.594,-0.400,68.000
0.048,0.001,0.011,22.732,196850.000,4.820,68.000
0.054,0.001,0.016,23.102,214784.906,2.500,68.000
0.047,0.000,0.012,30.254,17857.828,0.798,68.000
0.049,0.001,0.006,25.492,37096.586,-0.017,68.000
0.052,0.001,0.012,28.199,116059.445,2.398,68.000
0.059,0.001,0.007,20.178,181786.000,2.922,68.000
0.050,0.016,0.010,21.281,218146.656,7.842,68.000
0.050,0.022,0.014,20.101,267402.406,9.240,68.000
0.052,0.010,0.012,21.207,228909.375,8.465,68.000
0.099,0.012,0.011,18.633,175462.094,7.715,68.000
0.054,0.001,0.018,23.948,115514.977,1.174,68.000
0.051,0.010,0.011,21.116,255451.719,8.591,68.000
0.048,0.006,0.012,20.149,222574.531,6.992,68.000
0.058,0.001,0.017,19.528,196612.250,1.949,68.000
0.050,0.005,0.014,17.795,221814.688,6.373,68.000
0.049,0.027,0.012,25.915,233355.656,6.284,68.000
0.057,0.001,0.004,23.203,99544.055,3.077,68.000
0.002,0.012,0.010,17.785,255197.750,5.162,68.000
0.046,0.001,0.006,21.902,198549.188,2.360,68.000
0.053,0.000,0.021,22.142,-38984.188,0.288,68.000
0.050,0.000,0.020,23.708,68923.352,0.523,68.000
0.049,0.000,0.022,22.304,-12943.117,1.459,68.000
0.048,0.015,0.010,22.654,216800.500,8.446,68.000
0.045,0.000,0.006,24.311,51931.242,-0.436,68.000
0.048,0.019,0.013,20.054,263862.719,10.101,68.000
0.050,0.023,0.012,21.430,262404.344,7.491,68.000
0.050,0.025,0.010,19.082,279066.312,5.149,68.000
0.055,0.000,0.013,28.327,62450.195,1.079,68.000
0.049,0.018,0.013,21.395,244355.594,9.457,68.000
0.052,0.001,0.014,28.890,82497.742,1.141,68.000
0.052,0.008,0.011,20.197,260380.031,8.233,68.000
0.043,0.000,0.017,25.019,43643.898,1.285,68.000
0.048,0.026,0.013,21.418,295723.906,8.017,68.000
0.050,0.001,0.013,31.044,53953.914,1.127,68.000
0.048,0.025,0.012,19.587,288263.812,6.577,68.000
0.060,0.001,0.009,20.336,190120.000,0.556,68.000
0.050,0.004,0.013,17.119,230555.250,6.517,68.000
0.054,0.002,0.016,21.680,257320.875,3.467,68.000
0.055,0.001,0.018,21.896,216631.125,3.043,68.000
0.001,0.013,0.011,18.842,231417.156,6.397,68.000
0.047,0.001,0.010,23.008,124872.398,3.730,68.000
0.049,0.004,0.012,20.707,248326.938,6.196,68.000
0.050,0.011,0.014,19.606,235018.000,6.592,68.000
0.052,0.001,0.022,22.464,56881.914,0.117,68.000
0.050,0.013,0.013,20.305,239490.781,7.973,68.000
0.051,0.008,0.010,19.366,268717.594,7.671,68.000
0.049,0.015,0.011,22.420,218188.500,8.551,68.000
0.054,0.001,0.010,26.924,117482.039,1.793,68.000
0.098,0.013,0.013,21.999,180785.438,6.940,68.000
0.050,0.023,0.010,19.873,265703.375,5.489,68.000
