X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.051,0.014,0.012,22.031,136804.438,6.277,60.000
0.042,0.001,0.006,22.590,80129.273,1.415,60.000
0.061,0.001,0.009,18.444,126294.773,-0.082,60.000
0.052,0.018,0.012,20.243,120788.555,6.335,60.000
0.049,0.008,0.014,17.176,105176.977,3.182,60.000
0.052,0.006,0.012,20.994,123961.680,3.398,60.000
0.056,0.000,0.015,27.369,16654.617,-0.399,60.000
0.049,0.020,0.013,19.021,126100.383,6.264,60.000
0.052,0.026,0.013,18.940,75393.523,5.614,60.000
0.050,0.000,0.007,25.307,5636.094,1.247,60.000
0.055,0.001,0.004,24.793,-83137.461,-2.085,60.000
0.099,0.012,0.011,20.246,61189.586,4.834,60.000
0.052,0.000,0.014,30.576,35690.320,0.368,60.000
0.043,0.000,0.019,20.227,-14696.438,-0.160,60.000
0.059,0.001,0.017,19.953,101153.117,-0.338,60.000
0.050,0.005,0.012,21.083,129907.977,3.296,60.000
0.048,0.011,0.013,18.981,112539.352,4.728,60.000
0.046,0.001,0.013,25.502,72672.945,-0.116,60.000
0.050,0.001,0.007,21.591,88177.195,0.212,60.000
0.050,0.001,0.022,17.588,89557.914,1.384,60.000
0.046,0.001,0.010,27.994,10944.492,0.533,60.000
0.049,0.001,0.004,22.145,75058.773,-0.004,60.000
0.047,0.000,0.018,23.586,4956.812,0.857,60.000
0.056,0.001,0.010,21.475,123976.242,1.166,60.000
0.050,0.022,0.014,19.304,100324.336,5.365,60.000
0.047,0.001,0.007,22.356,78867.570,0.756,60.000
0.050,0.008,0.010,20.375,115316.602,3.849,60.000
0.048,0.001,0.019,20.444,126730.648,0.926,60.000
0.047,0.001,0.020,20.586,101223.180,0.518,60.000
0.057,0.000,0.009,25.100,-40740.348,0.888,60.000
0.056,0.000,0.018,20.841,11416.836,0.991,60.000
0.051,0.007,0.011,18.221,98527.633,4.242,60.000
0.051,0.011,0.012,23.368,160779.750,4.480,60.000
0.041,0.000,0.009,22.483,58078.352,0.095,60.000
0.047,0.001,0.017,22.281,143750.250,1.034,60.000
0.040,0.001,0.011,19.969,68271.789,0.970,60.000
0.049,0.001,0.004,21.809,66008.273,-0.217,60.000
0.050,0.001,0.013,33.404,-8581.961,-0.482,60.000
0.057,0.001,0.014,20.552,157625.531,-0.115,60.000
0.049,0.000,0.015,28.980,40871.914,-0.673,60.000
0.048,0.012,0.012,20.254,132294.938,5.286,60.000
0.048,0.010,0.012,19.891,96913.789,4.408,60.000
0.048,0.014,0.013,19.780,126700.336,6.006,60.000
0.051,0.015,0.014,19.344,89023.258,4.720,60.000
0.045,0.000,0.018,22.683,-61395.062,-1.434,60.000
0.051,0.014,0.011,22.701,119557.789,5.214,60.000
0.051,0.026,0.014,18.735,57927.758,5.603,60.000
0.053,0.000,0.013,34.043,-6365.516,0.992,60.000
0.049,0.001,0.013,24.333,166756.781,1.792,60.000
0.056,0.001,0.011,20.242,126672.883,1.265,60.000
0.049,0.003,0.011,22.402,133783.562,2.778,60.000
0.047,0.002,0.007,21.773,79289.711,1.017,60.000
0.050,0.008,0.014,21.199,86448.414,3.489,60.000
0.051,0.014,0.013,21.537,111452.227,5.805,60.000
0.057,0.001,0.009,21.167,111560.680,1.040,60.000
0.050,0.009,0.013,20.093,114966.289,3.276,60.000
0.051,0.026,0.011,19.767,101709.773,6.178,60.000
0.050,0.024,0.013,19.352,101613.383,6.027,60.000
0.052,0.000,0.010,35.664,10991.898,3.507,60.000
0.052,0.004,0.012,23.551,142450.750,3.259,60.000
0.051,0.024,0.012,19.086,97435.664,6.171,60.000
0.053,0.001,0.022,16.846,15347.812,0.735,60.000
0.050,0.020,0.014,19.442,91760.805,5.110,60.000
0.051,0.001,0.007,22.745,80870.805,0.029,60.000
0.049,0.018,0.012,19.155,134320.375,6.955,60.000
0.048,0.015,0.014,18.546,97470.508,5.815,60.000
0.051,0.006,0.013,21.710,94991.320,2.752,60.000
0.055,0.001,0.008,22.279,102315.539,1.590,60.000
0.052,0.004,0.013,24.261,141192.781,3.380,60.000
0.044,0.001,0.014,19.856,130854.523,0.550,60.000
0.050,0.019,0.014,19.297,93506.445,5.286,60.000
0.052,0.001,0.005,24.095,32593.008,-0.424,60.000
0.053,0.001,0.016,29.371,17594.406,-1.832,60.000
0.047,0.000,0.014,31.011,-52658.781,-1.700,60.000
0.047,0.000,0.013,31.252,-62378.164,-2.002,60.000
0.048,0.012,0.012,21.050,146566.625,5.678,60.000
0.051,0.021,0.012,18.599,124537.492,6.528,60.000
0.052,0.016,0.011,20.107,121223.602,6.734,60.000
0.049,0.002,0.013,23.218,181395.094,2.995,60.000
0.060,0.000,0.013,21.061,78899.867,1.000,60.000
0.048,0.010,0.012,19.980,100644.570,4.229,60.000
0.049,0.008,0.012,17.316,88317.961,4.152,60.000
0.049,0.012,0.011,22.328,123836.305,4.621,60.000
0.052,0.017,0.013,20.421,119683.492,6.435,60.000
0.045,0.000,0.018,24.990,136.281,-1.724,60.000
0.051,0.026,0.013,19.018,84245.258,5.703,60.000
0.060,0.001,0.015,18.348,126295.164,-0.511,60.000
0.051,0.005,0.011,20.619,134504.781,3.056,60.000
0.048,0.002,0.011,22.915,126102.414,2.468,60.000
0.056,0.000,0.014,28.093,44635.039,0.140,60.000
0.042,0.000,0.014,25.297,-62367.109,-1.236,60.000
0.050,0.009,0.015,21.507,90490.820,3.724,60.000
0.050,0.023,0.012,19.484,109320.461,6.138,60.000
0.050,0.012,0.013,21.240,124163.742,4.323,60.000
0.053,0.000,0.010,32.528,-21600.156,-1.360,60.000
0.045,0.002,0.007,21.792,71576.695,1.254,60.000
0.058,0.001,0.015,20.482,124378.383,-0.727,60.000
0.053,0.001,0.007,23.201,84243.305,0.719,60.000
0.050,0.000,0.022,19.400,-8883.711,0.932,60.000
0.050,0.019,0.012,19.464,130705.789,6.494,60.000
0.051,0.004,0.013,23.443,136693.781,3.344,60.000
0.050,0.006,0.012,19.021,106065.836,3.562,60.000
0.056,0.000,0.010,30.587,19380.391,-0.123,60.000
0.051,0.026,0.010,21.288,105684.742,5.457,60.000
0.055,0.002,0.015,25.243,133983.094,0.056,60.000
0.100,0.011,0.012,21.059,-8193.148,4.200,60.000
0.045,0.000,0.008,28.244,-57505.504,-0.548,60.000
0.050,0.008,0.010,20.241,114013.539,3.856,60.000
0.049,0.009,0.010,19.570,109211.945,5.070,60.000
0.053,0.000,0.017,24.959,-17887.281,0.682,60.000
0.049,0.010,0.015,19.310,96233.695,3.983,60.000
0.046,0.001,0.020,20.153,124381.805,0.623,60.000
0.052,0.016,0.012,20.654,123303.383,6.743,60.000
0.058,0.001,0.019,15.859,122459.273,1.277,60.000
0.051,0.001,0.019,21.387,92831.602,0.443,60.000
0.052,0.001,0.022,16.883,70032.383,1.111,60.000
0.048,0.009,0.013,16.833,109289.570,3.661,60.000
0.055,0.000,0.020,19.797,-5673.664,1.736,60.000
0.055,0.000,0.017,24.711,-9907.930,-0.214,60.000
0.056,0.002,0.007,21.770,104626.961,2.146,60.000
0.049,0.012,0.012,22.078,147170.406,5.026,60.000
0.047,0.001,0.013,25.870,104711.883,0.676,60.000
0.051,0.019,0.012,19.714,130128.914,6.629,60.000
0.059,0.000,0.010,24.832,29613.508,-1.747,60.000
0.056,0.000,0.012,30.188,25656.516,-0.015,60.000
0.050,0.024,0.012,19.386,108856.492,6.213,60.000
0.056,0.000,0.008,24.078,31770.461,1.088,60.000
0.059,0.001,0.015,20.957,74844.648,-0.200,60.000
0.048,0.004,0.011,20.765,139906.594,3.337,60.000
0.052,0.005,0.011,21.795,132316.312,1.861,60.000
0.055,0.000,0.017,24.038,11717.781,0.258,60.000
0.052,0.006,0.014,24.678,94742.883,3.288,60.000
0.099,0.011,0.012,19.995,77800.742,4.874,60.000
0.098,0.012,0.011,20.144,65268.477,6.420,60.000
0.050,0.005,0.010,21.119,140270.719,3.163,60.000
0.052,0.026,0.012,19.653,97150.023,6.090,60.000
0.054,0.000,0.009,35.201,-10523.766,3.828,60.000
0.052,0.005,0.012,22.866,139477.000,3.074,60.000
0.051,0.024,0.012,19.117,98745.289,6.260,60.000
0.099,0.012,0.011,20.063,72190.461,6.484,60.000
0.051,0.006,0.014,24.790,97434.836,3.397,60.000
0.097,0.014,0.012,22.085,58404.492,3.717,60.000
0.052,0.016,0.014,20.589,90333.961,5.261,60.000
0.042,0.000,0.017,21.440,18173.312,0.184,60.000
0.044,0.001,0.013,21.711,126994.836,0.935,60.000
0.051,0.005,0.014,23.290,105574.570,3.326,60.000
0.049,0.004,0.010,21.472,132723.625,2.790,60.000
0.049,0.013,0.011,22.783,144113.031,5.657,60.000
0.044,0.001,0.014,21.419,100385.930,-0.227,60.000
0.050,0.017,0.011,19.631,121237.977,6.762,60.000
0.041,0.001,0.017,21.212,16153.758,-0.210,60.000
0.051,0.018,0.013,19.939,123509.523,6.608,60.000
0.001,0.012,0.011,21.403,110666.789,3.297,60.000
0.043,0.001,0.014,24.645,8027.492,-1.721,60.000
0.049,0.021,0.011,19.082,131214.312,6.515,60.000
0.047,0.001,0.022,18.140,96117.180,1.277,60.000
0.051,0.000,0.003,19.643,5954.438,1.764,60.000
0.050,0.023,0.010,20.685,103806.898,6.295,60.000
0.049,0.003,0.013,21.972,171999.344,3.584,60.000
0.051,0.018,0.012,19.940,129955.289,6.665,60.000
0.048,0.026,0.011,20.379,130508.336,6.701,60.000
0.051,0.001,0.003,21.335,66920.180,0.316,60.000
0.050,0.021,0.014,19.177,82156.258,5.048,60.000
0.051,0.014,0.010,21.751,104305.055,5.457,60.000
0.049,0.019,0.010,19.291,98214.086,6.833,60.000
0.048,0.009,0.011,19.228,73269.977,5.151,60.000
0.055,0.000,0.017,24.811,15445.664,0.194,60.000
0.051,0.004,0.012,22.482,138645.781,3.328,60.000
0.050,0.008,0.012,17.397,91058.305,4.645,60.000
0.055,0.001,0.013,22.748,168216.562,0.711,60.000
0.045,0.001,0.012,23.443,131834.938,1.544,60.000
0.056,0.002,0.011,20.913,129050.883,1.374,60.000
0.055,0.001,0.018,21.796,72654.914,0.221,60.000
0.050,0.008,0.013,18.785,110464.695,2.913,60.000
0.049,0.012,0.010,20.908,114172.727,4.418,60.000
0.051,0.006,0.014,24.649,94242.461,3.227,60.000
0.051,0.003,0.013,24.498,172369.031,3.374,60.000
0.099,0.013,0.012,21.477,-847.969,4.078,60.000
0.049,0.008,0.012,18.012,84190.945,3.883,60.000
0.053,0.000,0.021,22.019,-44676.559,0.265,60.000
0.058,0.001,0.010,18.784,126779.070,1.357,60.000
0.054,0.000,0.015,31.755,-81358.031,-1.832,60.000
0.051,0.022,0.010,20.623,93823.398,5.938,60.000
0.050,0.000,0.007,25.388,27428.102,0.837,60.000
0.049,0.019,0.014,18.726,102889.352,5.905,60.000
0.050,0.018,0.010,19.310,89078.289,6.825,60.000
0.049,0.014,0.011,21.982,135524.281,5.525,60.000
0.050,0.026,0.013,18.849,84305.820,6.549,60.000
0.052,0.001,0.019,20.340,96776.852,0.839,60.000
0.050,0.011,0.014,19.914,102770.711,4.315,60.000
0.049,0.019,0.011,19.065,120691.648,6.589,60.000
0.049,0.025,0.010,21.141,105506.336,5.927,60.000
0.049,0.001,0.009,24.177,59471.789,0.263,60.000
0.049,0.009,0.013,18.522,98905.773,3.711,60.000
0.048,0.013,0.013,18.857,106727.523,4.733,60.000
0.001,0.011,0.012,22.496,99354.555,4.243,60.000
0.058,0.001,0.007,25.259,16953.492,0.142,60.000
0.052,0.003,0.012,25.062,164613.750,3.210,60.000
0.050,0.007,0.011,17.690,107772.133,5.013,60.000
0.049,0.000,0.011,32.672,21500.469,1.287,60.000
0.049,0.007,0.013,16.879,84134.414,3.300,60.000
0.041,0.000,0.008,22.467,38589.180,-1.796,60.000
0.050,0.021,0.012,18.804,128105.086,6.456,60.000
0.050,0.015,0.012,20.269,130872.914,6.803,60.000
0.048,0.005,0.010,21.657,138020.688,2.943,60.000
0.047,0.000,0.005,21.711,51972.992,-0.410,60.000
0.044,0.001,0.018,22.361,26546.820,-1.542,60.000
0.047,0.001,0.007,23.577,58354.086,0.431,60.000
0.041,0.001,0.011,20.166,70239.445,1.109,60.000
0.050,0.005,0.012,20.619,128974.648,3.281,60.000
0.060,0.001,0.013,19.656,115743.148,-1.307,60.000
0.049,0.011,0.011,21.085,116184.742,4.880,60.000
0.049,0.001,0.017,27.309,41985.211,-1.505,60.000
0.042,0.001,0.008,22.655,71657.258,1.681,60.000
0.052,0.005,0.012,22.171,116110.336,3.524,60.000
0.001,0.012,0.011,20.746,106716.758,2.982,60.000
0.052,0.000,0.022,20.318,-37263.078,1.326,60.000
0.049,0.010,0.010,19.753,110982.961,4.309,60.000
0.050,0.001,0.011,25.987,111459.898,1.608,60.000
0.048,0.010,0.013,17.566,115786.086,4.052,60.000
0.049,0.021,0.011,18.972,135584.906,6.688,60.000
0.041,0.001,0.006,22.374,80226.711,1.759,60.000
0.050,0.025,0.012,19.480,113679.039,6.372,60.000
0.048,0.002,0.011,23.239,120419.852,2.183,60.000
0.001,0.012,0.012,22.700,110661.820,3.882,60.000
0.050,0.019,0.012,19.440,131452.719,6.601,60.000
0.054,0.002,0.007,22.093,93704.758,1.518,60.000
0.052,0.000,0.016,27.498,9282.547,-1.098,60.000
0.042,0.001,0.014,19.595,94576.602,0.442,60.000
0.048,0.018,0.012,18.590,153439.062,6.982,60.000
0.049,0.024,0.010,20.985,118169.492,6.325,60.000
0.055,0.000,0.012,31.841,-60399.152,-1.256,60.000
0.050,0.025,0.012,19.367,111699.320,6.395,60.000
0.049,0.023,0.011,19.378,125635.414,6.800,60.000
0.047,0.002,0.010,22.180,102419.008,1.206,60.000
0.051,0.003,0.014,24.363,145194.781,3.371,60.000
0.050,0.010,0.012,22.491,140140.781,4.521,60.000
0.045,0.001,0.013,21.379,143056.094,1.043,60.000
0.051,0.020,0.012,19.778,124019.898,6.399,60.000
0.051,0.021,0.011,18.728,131070.352,6.756,60.000
0.045,0.000,0.016,25.788,25222.352,-1.955,60.000
0.050,0.009,0.013,19.592,116352.867,3.323,60.000
0.049,0.027,0.013,21.045,88464.758,5.894,60.000
0.052,0.006,0.013,21.598,103000.805,3.132,60.000
0.002,0.013,0.011,21.062,126670.289,4.197,60.000
0.051,0.000,0.011,31.172,-49574.105,-1.634,60.000
0.046,0.002,0.012,22.021,158157.312,3.022,60.000
0.048,0.023,0.013,19.385,117345.742,6.220,60.000
0.042,0.000,0.016,24.863,34732.930,0.092,60.000
0.001,0.012,0.013,22.871,105545.492,3.945,60.000
0.050,0.004,0.010,21.276,129589.898,2.321,60.000
0.049,0.023,0.010,20.576,109520.820,6.379,60.000
0.048,0.007,0.013,16.314,99999.633,3.114,60.000
0.048,0.021,0.014,18.612,109870.773,5.865,60.000
0.098,0.011,0.013,21.067,75365.211,3.302,60.000
0.041,0.001,0.011,23.054,20993.242,-0.280,60.000
0.048,0.013,0.014,18.083,95589.445,4.616,60.000
0.059,0.000,0.013,23.951,29375.336,1.261,60.000
0.058,0.001,0.015,23.400,43881.773,-0.747,60.000
0.044,0.001,0.015,19.754,125548.602,0.656,60.000
0.055,0.002,0.018,21.233,123757.680,0.772,60.000
0.001,0.012,0.013,23.309,85369.977,3.598,60.000
0.050,0.003,0.012,24.363,172950.531,3.687,60.000
0.058,0.001,0.013,18.748,152275.375,-0.681,60.000
0.050,0.015,0.012,21.116,131533.188,6.497,60.000
0.044,0.001,0.011,25.165,51088.820,0.836,60.000
0.049,0.005,0.011,20.698,134189.688,3.849,60.000
0.049,0.001,0.016,23.628,154657.000,1.417,60.000
0.047,0.001,0.005,22.504,82808.617,0.193,60.000
0.050,0.011,0.011,21.617,127077.367,4.694,60.000
0.003,0.012,0.012,22.258,109812.398,4.017,60.000
0.097,0.011,0.012,20.264,79638.039,4.442,60.000
0.057,0.000,0.014,27.050,49233.102,0.535,60.000
0.049,0.001,0.018,23.167,137797.656,0.761,60.000
0.049,0.010,0.011,20.605,105901.867,4.721,60.000
0.056,0.001,0.008,22.638,104729.852,1.493,60.000
0.049,0.001,0.020,20.496,113698.820,0.787,60.000
0.049,0.009,0.015,19.596,91764.664,3.556,60.000
0.051,0.001,0.004,22.587,69256.227,0.024,60.000
0.056,0.001,0.011,24.595,39845.273,0.394,60.000
0.050,0.020,0.013,20.049,110504.617,5.495,60.000
0.052,0.005,0.011,20.493,140609.156,2.939,60.000
0.057,0.001,0.007,22.327,106011.117,1.697,60.000
0.051,0.003,0.014,23.822,164054.031,3.215,60.000
0.051,0.004,0.009,20.374,128853.461,1.775,60.000
0.002,0.013,0.010,19.869,119122.133,3.637,60.000
0.049,0.002,0.014,22.595,178519.938,2.703,60.000
0.050,0.014,0.011,22.103,136860.781,5.614,60.000
0.057,0.001,0.017,20.011,123634.680,0.374,60.000
0.048,0.006,0.010,20.438,125657.633,4.639,60.000
0.059,0.001,0.009,19.456,118801.945,0.720,60.000
0.059,0.000,0.012,24.431,26351.336,1.115,60.000
0.050,0.018,0.013,19.833,122579.758,6.673,60.000
0.048,0.001,0.015,25.678,126199.820,-0.191,60.000
0.050,0.013,0.012,23.638,161563.625,5.961,60.000
0.050,0.016,0.012,19.463,136775.062,7.128,60.000
0.050,0.008,0.014,20.028,94679.633,3.279,60.000
0.045,0.001,0.014,20.136,148676.688,0.889,60.000
0.050,0.025,0.012,19.380,104320.633,6.328,60.000
0.049,0.008,0.013,17.806,89825.898,3.521,60.000
0.052,0.001,0.009,22.139,135155.844,0.856,60.000
0.051,0.006,0.013,21.392,104627.930,3.208,60.000
0.044,0.001,0.019,18.821,115283.758,0.545,60.000
0.051,0.024,0.013,19.012,91730.133,5.755,60.000
0.049,0.015,0.013,20.311,122056.445,6.364,60.000
0.059,0.001,0.007,22.257,89502.242,0.563,60.000
0.051,0.003,0.010,22.134,117279.852,1.510,60.000
0.045,0.001,0.016,19.594,149703.906,1.203,60.000
0.051,0.004,0.010,20.742,125367.352,1.486,60.000
0.050,0.019,0.012,19.400,140012.938,6.797,60.000
0.050,0.015,0.012,21.080,138983.219,6.638,60.000
0.053,0.002,0.007,22.259,89813.258,1.102,60.000
0.048,0.005,0.011,19.766,115006.023,4.465,60.000
0.051,0.015,0.013,21.262,107398.445,5.809,60.000
0.047,0.000,0.017,26.829,-45211.020,-3.334,60.000
0.055,0.000,0.010,33.597,-2066.312,2.633,60.000
0.051,0.000,0.020,20.490,-251.891,0.441,60.000
0.041,0.001,0.014,22.050,2438.516,-0.631,60.000
0.100,0.012,0.013,21.659,-20067.188,2.948,60.000
0.044,0.001,0.019,19.946,116925.930,0.320,60.000
0.050,0.022,0.013,19.269,120349.773,5.956,60.000
0.050,0.011,0.010,20.292,114237.617,3.586,60.000
0.048,0.021,0.012,18.497,138710.250,6.623,60.000
0.050,0.016,0.014,19.285,93704.633,5.270,60.000
0.043,0.001,0.013,20.858,123615.117,1.472,60.000
0.058,0.001,0.018,19.118,90561.664,0.475,60.000
0.052,0.023,0.012,18.875,97610.742,6.155,60.000
0.059,0.001,0.017,20.976,48901.070,-0.164,60.000
0.051,0.006,0.011,19.227,119239.555,3.566,60.000
0.058,0.000,0.012,25.569,26053.844,0.989,60.000
0.055,0.001,0.021,16.402,82013.992,0.713,60.000
0.049,0.018,0.010,19.330,111726.852,6.682,60.000
0.050,0.001,0.023,17.342,69448.508,1.165,60.000
0.051,0.007,0.014,22.730,98773.961,3.398,60.000
0.049,0.026,0.011,20.849,124954.711,6.176,60.000
0.048,0.000,0.018,20.823,441.398,-0.324,60.000
0.043,0.000,0.015,24.229,12607.898,-1.786,60.000
0.051,0.001,0.019,22.557,58876.195,-0.389,60.000
0.052,0.002,0.012,25.503,167847.531,2.460,60.000
0.058,0.001,0.013,19.391,149929.594,-0.068,60.000
0.050,0.000,0.002,18.478,19098.719,0.559,60.000
0.057,0.001,0.017,22.313,100204.039,-0.763,60.000
0.050,0.010,0.010,20.144,113289.117,3.891,60.000
0.042,0.000,0.010,23.737,4694.000,-0.748,60.000
0.051,0.011,0.013,22.485,106045.023,3.803,60.000
0.050,0.000,0.018,23.371,9306.641,0.051,60.000
0.050,0.014,0.012,23.527,156737.062,6.211,60.000
0.051,0.022,0.011,19.788,99707.555,6.474,60.000
0.099,0.011,0.013,21.897,46012.648,2.280,60.000
0.097,0.013,0.012,22.164,60047.242,3.870,60.000
0.048,0.024,0.013,19.202,114885.273,6.561,60.000
0.048,0.015,0.013,19.673,121351.633,6.506,60.000
0.048,0.017,0.011,19.333,147104.125,6.781,60.000
0.049,0.006,0.013,18.712,105911.883,3.097,60.000
0.050,0.015,0.013,21.183,120693.023,6.485,60.000
0.050,0.004,0.013,22.226,159612.000,3.770,60.000
0.051,0.022,0.011,19.416,115559.961,6.524,60.000
0.048,0.017,0.014,17.965,105354.117,6.346,60.000
0.050,0.022,0.011,19.135,125070.398,6.778,60.000
0.050,0.017,0.010,19.992,97302.070,6.880,60.000
0.043,0.001,0.013,24.197,49723.148,-0.390,60.000
0.055,0.000,0.016,26.103,17250.414,0.120,60.000
0.051,0.005,0.012,21.168,131059.586,3.081,60.000
0.047,0.002,0.011,22.941,150325.188,2.970,60.000
0.048,0.000,0.009,30.012,-28103.508,-1.208,60.000
0.050,0.020,0.010,19.472,94589.836,6.324,60.000
0.052,0.000,0.010,31.099,-4901.031,1.645,60.000
0.049,0.009,0.011,18.270,83500.227,5.155,60.000
0.049,0.001,0.022,18.493,89858.836,1.122,60.000
0.049,0.016,0.011,19.730,127930.852,6.527,60.000
0.045,0.001,0.017,20.441,142806.656,0.923,60.000
0.052,0.013,0.011,24.260,141579.031,4.662,60.000
0.051,0.016,0.012,20.382,127601.836,6.996,60.000
